pl_name,pl_letter,hostname,hd_name,hip_name,tic_id,gaia_id,sy_snum,sy_pnum,sy_mnum,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmax,pl_rade,pl_radeerr1,pl_radeerr2,pl_rade,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_radj,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccen,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,st_spectype,st_age,st_ageerr1,st_ageerr2,st_met,st_meterr1,st_meterr2,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_teff,st_tefferr1,st_tefferr2,st_teff,st_rad,st_raderr1,st_raderr2,st_rad,st_mass,st_masserr1,st_masserr2,st_mass,st_vsin,st_vsinerr1,st_vsinerr2,st_vsin,st_rotp,st_rotperr1,st_rotperr2,st_rotp,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_snum,sy_pnum,sy_mnum
"Kepler-1495 b","b","Kepler-1495",,,"TIC 120764338","Gaia DR2 2100050922538767744",1,1,0,0,0,0,1,0,0,0,0,0,0,0.367700,,,0.367700,2.940,0.720,-0.320,2.940,8.96000,,,0.262,0.064,-0.029,0.262,0.02820,,,"M-R relationship",0.000000,,,0.000000,85.27325600,0.00195400,-0.00195400,86.950,,,,4.170,2.830,-2.440,0.060,0.133,-0.146,"[Fe/H]",0.052,,,5831.00,90.97,-139.38,5831.00,1.04,0.25,-0.10,1.04,1.03,0.06,-0.06,1.03,,,,,,,,,1355.5400000,,,15.4940000,0.1830000,-0.1830000,13.8450000,0.0450000,-0.0450000,1,1,0
"Kepler-150 e","e","Kepler-150",,,"TIC 121598758","Gaia DR2 2102063136195478656",1,5,0,0,0,0,1,0,0,0,0,0,0,0.189000,,,0.189000,3.120,0.550,-0.550,3.120,9.91000,,,0.278,0.049,-0.049,0.278,0.03120,,,"M-R relationship",0.000000,,,0.000000,30.82655700,0.00019900,-0.00019900,86.760,,,,4.570,3.230,-2.510,-0.020,0.099,-0.106,"[Fe/H]",-0.161,,,5560.00,100.00,-100.00,5560.00,0.94,0.14,-0.14,0.94,0.94,0.04,-0.04,0.94,,,,,,,,,891.0920000,17.0210000,-16.4040000,15.1610000,0.2520000,-0.2520000,13.3670000,0.0320000,-0.0320000,1,5,0
"Kepler-1928 b","b","Kepler-1928",,,"TIC 122450696","Gaia DR2 2052827207364859264",1,1,0,0,0,0,1,0,0,0,0,0,0,0.194000,0.032000,-0.039000,0.194000,1.992,0.133,-0.078,1.992,4.63000,,,0.178,0.012,-0.007,0.178,0.01460,,,"M-R relationship",0.430000,0.180000,-0.140000,0.430000,19.57783000,0.00002200,-0.00002100,88.920,0.690,-0.400,,0.105,0.010,-0.010,0.120,0.020,-0.020,"[Fe/H]",-0.092,0.016,-0.016,5720.00,60.00,-60.00,5720.00,0.92,0.04,-0.04,0.92,1.01,0.03,-0.03,1.01,10.4000,0.5000,-0.5000,10.4000,4.69,0.04,-0.04,4.69,326.3620000,2.4730000,-2.4370000,12.6790000,0.0690000,-0.0690000,11.1070000,0.0190000,-0.0190000,1,1,0
"Kepler-1661 b","b","Kepler-1661",,,"TIC 164886585","Gaia DR2 2104078025612319360",2,1,0,0,0,0,1,0,0,0,0,0,0,0.633000,0.005000,-0.005000,0.633000,3.870,0.060,-0.060,3.870,17.00000,12.00000,-12.00000,0.345,0.005,-0.005,0.345,0.05349,0.03776,-0.03776,"Mass",0.057000,0.005000,-0.005000,0.057000,175.06000000,0.06000000,-0.06000000,89.460,0.020,-0.020,"K",2.000,1.000,-1.000,-0.120,0.100,-0.100,"[M/H]",-0.513,0.009,-0.009,5100.00,100.00,-100.00,5100.00,0.76,0.01,-0.01,0.76,0.84,0.02,-0.02,0.84,2.5000,0.5000,-0.5000,2.5000,24.44,0.08,-0.08,24.44,410.6070000,2.8825000,-2.8825000,14.3570000,0.0920000,-0.0920000,12.1620000,0.0200000,-0.0200000,2,1,0
"Kepler-373 c","c","Kepler-373",,,"TIC 299218776","Gaia DR2 2133124511477266176",1,2,0,0,0,0,1,0,0,0,0,0,0,0.126000,,,0.126000,1.240,0.620,-0.620,1.240,2.07000,,,0.111,0.055,-0.055,0.111,0.00651,,,"M-R relationship",0.000000,,,0.000000,16.72594800,0.00022700,-0.00022700,89.320,,,,0.500,3.100,-3.100,0.070,0.100,-0.100,"[M/H]",0.212,,,5787.00,200.00,-200.00,5787.00,0.85,0.42,-0.42,0.85,0.93,0.05,-0.06,0.93,,,,,,,,,1090.4500000,22.5000000,-22.5000000,14.5960000,0.1260000,-0.1260000,12.8590000,0.0320000,-0.0320000,1,2,0
"Kepler-394 c","c","Kepler-394",,,"TIC 27777414","Gaia DR2 2135378231142791808",1,3,0,0,0,0,1,0,0,0,0,0,0,0.110000,,,0.110000,1.660,0.860,-0.860,1.660,3.39000,,,0.148,0.077,-0.077,0.148,0.01070,,,"M-R relationship",0.000000,,,0.000000,12.13068600,0.00018000,-0.00018000,89.800,,,,0.250,0.830,-0.830,0.020,0.127,-0.154,"[Fe/H]",0.053,,,6402.00,200.00,-200.00,6402.00,1.13,0.58,-0.58,1.13,1.13,0.13,-0.08,1.13,,,,,,,,,1058.7200000,24.6200000,-23.5400000,14.9480000,0.1030000,-0.1030000,13.3840000,0.0420000,-0.0420000,1,3,0
"Kepler-1174 b","b","Kepler-1174",,,"TIC 123408863","Gaia DR2 2104710176078205440",1,1,0,0,0,0,1,0,0,0,0,0,0,0.073200,,,0.073200,1.590,0.310,-0.160,1.590,3.15000,,,0.142,0.028,-0.014,0.142,0.00993,,,"M-R relationship",0.000000,,,0.000000,6.89225223,0.00002664,-0.00002664,89.840,,,,3.550,2.370,-1.870,-0.040,0.148,-0.205,"[Fe/H]",0.555,,,5936.00,117.34,-103.81,5936.00,1.04,0.20,-0.10,1.04,1.04,0.07,-0.07,1.04,,,,,,,,,1408.7500000,27.7000000,-26.6700000,14.2710000,0.1490000,-0.1490000,12.7620000,0.0190000,-0.0190000,1,1,0
"KOI-3503 c","c","KOI-3503",,,"TIC 138097784","Gaia DR2 2077601373302068352",1,2,0,0,0,0,1,0,0,0,0,0,0,0.191100,,,0.191100,1.210,0.280,-0.090,1.210,10.36000,,,0.108,0.025,-0.008,0.108,0.03260,,,"Mass",0.000000,,,0.000000,31.82800000,,,89.380,,,,,,,-0.543,0.013,-0.013,"[M/H]",0.300,,,6001.00,60.00,-60.00,6001.00,1.26,0.03,-0.03,1.26,0.86,0.02,-0.02,0.86,,,,,,,,,887.0640000,12.3700000,-12.3700000,13.8310000,0.1140000,-0.1140000,12.4830000,0.0260000,-0.0260000,1,2,0
"Kepler-269 c","c","Kepler-269",,,"TIC 122297877","Gaia DR2 2101854881822529024",1,2,0,0,0,0,1,0,0,0,0,0,0,0.081000,,,0.081000,1.690,0.800,-0.800,1.690,3.50000,,,0.151,0.071,-0.071,0.151,0.01100,,,"M-R relationship",0.000000,,,0.000000,8.12789900,0.00014900,-0.00014900,88.710,,,,4.570,5.710,-2.860,0.020,0.147,-0.184,"[Fe/H]",0.368,,,5847.00,250.00,-250.00,5847.00,0.96,0.43,-0.43,0.96,0.92,0.04,-0.05,0.92,,,,,,,,,2257.3200000,190.1500000,-163.3500000,15.6460000,0.2170000,-0.2170000,13.9610000,0.0530000,-0.0530000,1,2,0
"Kepler-232 b","b","Kepler-232",,,"TIC 27686898","Gaia DR2 2135595045386787200",1,2,0,0,0,0,1,0,0,0,0,0,0,0.054000,,,0.054000,3.080,1.470,-1.470,3.080,9.69000,,,0.275,0.131,-0.131,0.275,0.03050,,,"M-R relationship",0.000000,,,0.000000,4.43122200,0.00001100,-0.00001100,87.720,,,,1.400,3.100,-3.100,0.030,0.129,-0.162,"[Fe/H]",0.052,,,5847.00,200.00,-200.00,5847.00,0.97,0.46,-0.46,0.97,0.97,0.06,-0.05,0.97,,,,,,,,,1349.1300000,48.3800000,-45.1900000,15.5650000,0.1720000,-0.1720000,13.7650000,0.0560000,-0.0560000,1,2,0
"Kepler-1719 b","b","Kepler-1719",,,"TIC 120314731","Gaia DR2 2100196646487547776",1,1,0,0,0,0,1,0,0,0,0,0,0,0.067400,,,0.067400,3.950,,,3.950,14.80000,,,0.352,,,0.352,0.04650,,,"M-R relationship",0.000000,,,0.000000,6.14955998,,,87.370,,,,7.700,1.400,-1.400,0.040,0.200,-0.150,"[Fe/H]",0.526,0.012,-0.020,5687.00,114.00,-103.00,5687.00,1.78,0.28,-0.46,1.78,1.08,0.12,-0.12,1.08,,,,,,,,,905.4060000,10.8030000,-10.5560000,13.4780000,0.0690000,-0.0690000,11.7760000,0.0200000,-0.0200000,1,1,0
"Kepler-517 b","b","Kepler-517",,,"TIC 138297129","Gaia DR2 2077409645964537472",2,1,0,0,0,0,1,0,0,0,0,0,0,0.289700,,,0.289700,2.670,0.320,-0.220,2.670,7.61000,,,0.238,0.029,-0.020,0.238,0.02390,,,"M-R relationship",0.000000,,,0.000000,60.92832271,0.00007053,-0.00007053,89.990,,,,6.310,3.150,-3.810,-0.060,0.106,-0.115,"[Fe/H]",-0.019,0.012,-0.017,5690.00,85.16,-68.99,5690.00,0.98,0.12,-0.08,0.98,0.95,0.04,-0.04,0.95,,,,,,,,,289.9070000,2.0700000,-2.0410000,12.3720000,0.0340000,-0.0340000,10.6310000,0.0180000,-0.0180000,2,1,0
"Kepler-122 b","b","Kepler-122",,,"TIC 122714267","Gaia DR2 2053070616052194304",1,5,0,0,0,0,1,0,0,0,0,0,0,0.064000,,,0.064000,2.340,0.460,-0.460,2.340,6.08000,,,0.209,0.041,-0.041,0.209,0.01910,,,"M-R relationship",0.000000,,,0.000000,5.76619300,0.00001600,-0.00001600,89.920,,,,3.890,1.600,-1.820,-0.060,0.099,-0.112,"[Fe/H]",0.270,,,6050.00,137.00,-137.00,6050.00,1.22,0.24,-0.24,1.22,1.08,0.06,-0.06,1.08,,,,,,,,,1027.4500000,19.3200000,-18.6400000,14.4030000,0.1260000,-0.1260000,12.8260000,0.0280000,-0.0280000,1,5,0
"Kepler-1640 b","b","Kepler-1640",,,"TIC 377915723","Gaia DR2 2076578312097047168",1,1,0,0,0,0,1,0,0,0,0,0,0,0.083600,,,0.083600,4.820,2.480,-0.800,4.820,20.70000,,,0.430,0.221,-0.071,0.430,0.06520,,,"M-R relationship",0.000000,,,0.000000,7.58441260,0.00038660,-0.00038660,85.040,,,,2.400,0.734,-0.751,0.100,0.152,-0.132,"[Fe/H]",0.470,,,6324.00,102.05,-142.31,6324.00,1.43,0.65,-0.21,1.43,1.27,0.21,-0.10,1.27,,,,,,,,,1859.7800000,,,14.7540000,0.0920000,-0.0920000,13.0790000,0.0360000,-0.0360000,1,1,0
"Kepler-112 c","c","Kepler-112",,,"TIC 272943597","Gaia DR2 2078722600285671936",1,2,0,0,0,0,1,0,0,0,0,0,0,0.172000,,,0.172000,2.400,0.580,-0.580,2.400,6.35000,,,0.214,0.052,-0.052,0.214,0.02000,,,"M-R relationship",0.000000,,,0.000000,28.57426300,0.00006000,-0.00006000,89.910,,,,9.400,2.700,-2.700,-0.522,0.038,-0.038,"[M/H]",-0.086,,,5544.00,148.00,-148.00,5544.00,0.84,0.20,-0.20,0.84,0.78,0.06,-0.04,0.78,,,,,,,,,513.2060000,4.2270000,-4.2270000,13.9270000,0.1030000,-0.1030000,12.1550000,0.0210000,-0.0210000,1,2,0
"Kepler-607 b","b","Kepler-607",,,"TIC 159579593","Gaia DR2 2126248505058677120",1,2,0,0,0,0,1,0,0,0,0,0,0,0.013500,,,0.013500,0.870,0.060,-0.070,0.870,0.59000,,,0.078,0.005,-0.006,0.078,0.00186,,,"M-R relationship",0.000000,,,0.000000,0.63816320,0.00000168,-0.00000168,88.690,,,,4.900,6.040,-2.980,-0.020,0.146,-0.158,"[Fe/H]",-0.382,,,5196.00,94.48,-118.36,5196.00,0.80,0.05,-0.04,0.80,0.84,0.04,-0.05,0.84,,,,,,,,,519.1220000,5.4070000,-5.4070000,14.6720000,0.2060000,-0.2060000,12.4260000,0.0190000,-0.0190000,1,2,0
"Kepler-217 b","b","Kepler-217",,,"TIC 240178935","Gaia DR2 2128268380936413568",1,3,0,0,0,0,1,0,0,0,0,0,0,0.065000,,,0.065000,2.230,0.320,-0.320,2.230,5.60000,,,0.199,0.029,-0.029,0.199,0.01760,,,"M-R relationship",0.000000,,,0.000000,5.37494300,0.00001900,-0.00001900,88.730,,,,2.630,0.470,-0.555,0.090,0.123,-0.084,"[Fe/H]",0.754,0.021,-0.025,6171.00,109.00,-109.00,6171.00,1.80,0.26,-0.26,1.80,1.14,0.14,-0.10,1.14,,,,,,,,,1104.6400000,16.8800000,-16.3800000,13.1550000,0.0690000,-0.0690000,12.1030000,0.0240000,-0.0240000,1,3,0
"Kepler-159 c","c","Kepler-159",,,"TIC 169082553","Gaia DR2 2076764576237957504",1,2,0,0,0,0,1,0,0,0,0,0,0,0.218000,,,0.218000,3.410,0.280,-0.280,3.410,11.50000,,,0.304,0.025,-0.025,0.304,0.03630,,,"M-R relationship",0.000000,,,0.000000,43.59579200,0.00012500,-0.00012500,89.990,,,"M0 V",2.510,2.650,-0.970,-0.280,0.110,-0.110,"[Fe/H]",-0.754,,,4625.00,100.00,-100.00,4625.00,0.66,0.03,-0.03,0.66,0.63,0.02,-0.02,0.63,,,,,,,,,373.7440000,3.1500000,-3.0990000,15.3860000,0.0460000,-0.0460000,12.3570000,0.0200000,-0.0200000,1,2,0
"Kepler-1981 b","b","Kepler-1981",,,"TIC 121457557","Gaia DR2 2099583977992504576",1,1,0,0,0,0,1,0,0,0,0,0,0,1.329200,,,1.329200,9.230,1.760,-4.100,9.230,62.50000,,,0.823,0.157,-0.366,0.823,0.19700,,,"M-R relationship",0.000000,,,0.000000,453.54212000,0.00350100,-0.00350100,89.780,,,,,,,0.120,0.150,-0.150,"[Fe/H]",0.244,0.029,-0.015,5874.00,87.00,-79.00,5874.00,3.01,0.57,-1.33,3.01,1.52,0.15,-0.38,1.52,,,,,,,,,659.3950000,6.8200000,-6.6840000,13.5630000,0.1140000,-0.1140000,11.9510000,0.0230000,-0.0230000,1,1,0
"Kepler-430 b","b","Kepler-430",,,"TIC 26748113","Gaia DR2 2129833810615727488",1,2,0,0,0,0,1,0,0,0,0,0,0,0.224400,,,0.224400,3.250,,,3.250,10.60000,,,0.290,,,0.290,0.03340,,,"M-R relationship",0.000000,,,0.000000,35.96800000,,,88.970,,,,2.840,0.970,-0.970,0.200,0.100,-0.100,"[Fe/H]",0.312,,,5884.00,75.00,-75.00,5884.00,1.49,0.27,-0.23,1.49,1.17,0.13,-0.10,1.17,,,,,,,,,917.4770000,16.2275000,-16.2275000,13.9080000,0.1600000,-0.1600000,12.3910000,0.0300000,-0.0300000,1,2,0
"Kepler-377 b","b","Kepler-377",,,"TIC 184015535","Gaia DR2 2073157456550947200",1,2,0,0,0,0,1,0,0,0,0,0,0,0.109000,,,0.109000,1.390,0.270,-0.270,1.390,2.51000,,,0.124,0.024,-0.024,0.124,0.00790,,,"M-R relationship",0.000000,,,0.000000,12.50952900,0.00025700,-0.00025700,88.360,,,,0.300,1.300,-1.300,0.010,0.084,-0.089,"[Fe/H]",0.218,,,5949.00,128.00,-128.00,5949.00,1.22,0.23,-0.23,1.22,1.07,0.05,-0.04,1.07,,,,,,,,,823.8040000,12.5780000,-12.2110000,14.0810000,0.1030000,-0.1030000,12.4690000,0.0240000,-0.0240000,1,2,0
"Kepler-1229 b","b","Kepler-1229",,,"TIC 273373582","Gaia DR2 2086316205543022336",1,1,0,0,0,0,1,0,0,0,0,0,0,0.300600,0.006900,-0.009100,0.300600,1.400,0.110,-0.130,1.400,2.54000,,,0.125,0.010,-0.012,0.125,0.00800,,,"M-R relationship",0.000000,,,0.000000,86.82898900,0.00106900,-0.00106900,89.997,0.007,-0.053,,3.720,5.320,-2.070,-0.060,0.086,-0.109,"[Fe/H]",-1.533,0.084,-0.114,3784.00,38.88,-38.61,3784.00,0.51,0.03,-0.03,0.51,0.54,0.03,-0.04,0.54,,,,,17.63,0.88,-0.88,17.63,265.4820000,3.3970000,-3.3150000,16.1240000,0.0800000,-0.0800000,12.3740000,0.0230000,-0.0230000,1,1,0
"Kepler-589 c","c","Kepler-589",,,"TIC 123129910","Gaia DR2 2119809116425132160",1,2,0,0,0,0,1,0,0,0,0,0,0,0.042600,,,0.042600,1.117,,,1.117,1.45000,,,0.100,,,0.100,0.00455,,,"M-R relationship",0.000000,,,0.000000,3.52466011,,,71.950,,,,14.000,3.600,-3.600,-0.020,0.300,-0.300,"[Fe/H]",-0.347,,,5372.00,160.00,-160.00,5372.00,0.92,0.19,-0.13,0.92,0.83,0.11,-0.06,0.83,3.9000,,,3.9000,,,,,612.8030000,7.8850000,-7.6920000,14.7750000,0.0350000,-0.0350000,12.8650000,0.0260000,-0.0260000,1,2,0
"Kepler-54 d","d","Kepler-54",,,"TIC 271262203","Gaia DR2 2077974687557384704",1,3,0,0,0,0,1,0,0,0,0,0,0,0.126000,,,0.126000,1.530,0.080,-0.080,1.530,2.96000,,,0.136,0.007,-0.007,0.136,0.00930,,,"M-R relationship",0.000000,,,0.000000,20.99569400,0.00014300,-0.00014300,89.790,,,"M1 V",13.800,3.600,-3.600,-0.270,0.088,-0.090,"[Fe/H]",-1.301,0.064,-0.076,4252.00,100.00,-100.00,4252.00,0.55,0.02,-0.02,0.55,0.52,0.02,-0.02,0.52,,,,,,,,,271.7010000,2.9175000,-2.9175000,16.2820000,0.4230000,-0.4230000,12.6480000,0.0210000,-0.0210000,1,3,0
"KOI-3680 b","b","KOI-3680",,,"TIC 275574174","Gaia DR2 2126518783059463168",1,1,0,1,0,0,1,0,0,0,0,0,0,0.534000,0.012000,-0.030000,0.534000,11.097,0.673,-0.785,11.097,613.41190,60.38770,-66.74430,0.990,0.060,-0.070,0.990,1.93000,0.19000,-0.21000,"Mass",0.496000,0.031000,-0.031000,0.496000,141.24167100,0.00008600,-0.00008600,89.892,0.069,-0.086,,3.200,9.600,-2.300,0.160,0.070,-0.070,"[Fe/H]",0.068,,,5830.00,100.00,-100.00,5830.00,0.96,0.05,-0.06,0.96,1.01,0.07,-0.16,1.01,3.5000,1.0000,-1.0000,3.5000,,,,,921.9860000,23.3845000,-23.3845000,14.6160000,0.1030000,-0.1030000,13.1010000,0.0390000,-0.0390000,1,1,0
"Kepler-1266 c","c","Kepler-1266",,,"TIC 158167159","Gaia DR2 2105528350169042560",1,2,0,0,0,0,1,0,0,0,0,0,0,0.052000,,,0.052000,1.680,,,1.680,3.46000,,,0.150,,,0.150,0.01090,,,"M-R relationship",0.000000,,,0.000000,4.86631012,,,84.730,,,,5.130,6.070,-3.170,0.140,0.150,-0.150,"[Fe/H]",-0.530,,,4996.00,82.00,-74.00,4996.00,0.83,0.03,-0.06,0.83,0.79,0.06,-0.03,0.79,,,,,,,,,849.3120000,26.4560000,-24.9300000,16.0160000,0.3780000,-0.3780000,13.8240000,0.0450000,-0.0450000,1,2,0
"Kepler-647 b","b","Kepler-647",,,"TIC 164786172","Gaia DR2 2106710978002603904",1,2,0,0,0,0,1,0,0,0,0,0,0,0.122200,,,0.122200,1.170,0.140,-0.110,1.170,1.71000,,,0.104,0.012,-0.010,0.104,0.00537,,,"M-R relationship",0.000000,,,0.000000,16.22546490,0.00015560,-0.00015560,89.160,,,,4.270,1.840,-2.200,-0.140,0.117,-0.120,"[Fe/H]",0.418,,,6020.00,81.21,-72.51,6020.00,1.07,0.13,-0.09,1.07,1.03,0.06,-0.05,1.03,,,,,,,,,1087.8700000,19.5700000,-19.5700000,14.0670000,0.1260000,-0.1260000,12.6110000,0.0260000,-0.0260000,1,2,0
"Kepler-1463 b","b","Kepler-1463",,,"TIC 271051532","Gaia DR2 2077536673917322368",1,1,0,0,0,0,1,0,0,0,0,0,0,0.169400,,,0.169400,1.860,0.330,-0.190,1.860,4.12000,,,0.166,0.029,-0.017,0.166,0.01300,,,"M-R relationship",0.000000,,,0.000000,25.15864000,0.00051230,-0.00051230,89.950,,,,4.790,4.150,-2.990,0.000,0.147,-0.191,"[Fe/H]",0.092,,,5679.00,93.91,-125.80,5679.00,0.95,0.16,-0.08,0.95,0.96,0.05,-0.06,0.96,,,,,,,,,1687.4700000,97.0200000,-87.1800000,15.9050000,0.3320000,-0.3320000,14.0150000,0.0580000,-0.0580000,1,1,0
"Kepler-712 c","c","Kepler-712",,,"TIC 271347119","Gaia DR2 2077961463362645632",1,2,0,0,0,0,1,0,0,0,0,0,0,0.673200,,,0.673200,4.850,0.260,-0.410,4.850,21.00000,,,0.433,0.023,-0.037,0.433,0.06590,,,"M-R relationship",0.000000,,,0.000000,226.89047000,0.00109600,-0.00109600,89.760,,,,3.310,2.800,-1.610,-0.030,0.106,-0.105,"[Fe/H]",-0.484,,,5148.00,83.48,-78.09,5148.00,0.78,0.02,-0.02,0.78,0.84,0.03,-0.04,0.84,,,,,,,,,872.4930000,32.5410000,-32.5410000,16.1610000,0.1720000,-0.1720000,13.8410000,0.0520000,-0.0520000,1,2,0
"Kepler-1983 b","b","Kepler-1983",,,"TIC 169078948","Gaia DR2 2073697660354300544",1,1,0,0,0,0,1,0,0,0,0,0,0,0.068900,,,0.068900,2.330,0.130,-0.180,2.330,6.04000,,,0.208,0.012,-0.016,0.208,0.01900,,,"M-R relationship",0.000000,,,0.000000,7.32851947,0.00002311,-0.00002311,85.760,,,,13.700,2.800,-2.800,0.120,0.150,-0.150,"[Fe/H]",-0.481,,,5135.00,84.00,-76.00,5135.00,0.87,0.05,-0.07,0.87,0.81,0.06,-0.03,0.81,,,,,,,,,424.4280000,3.4950000,-3.4390000,14.5180000,0.0690000,-0.0690000,12.2320000,0.0210000,-0.0210000,1,1,0
"Kepler-1784 b","b","Kepler-1784",,,"TIC 273690421","Gaia DR2 2079270981709055232",1,1,0,0,0,0,1,0,0,0,0,0,0,0.107200,,,0.107200,2.799,,,2.799,8.24000,,,0.250,,,0.250,0.02590,,,"M-R relationship",0.000000,,,0.000000,13.59049988,,,89.510,,,,13.800,4.000,-4.000,0.100,0.250,-0.300,"[Fe/H]",-0.121,,,5442.00,164.00,-164.00,5442.00,0.97,0.25,-0.13,0.97,0.89,0.10,-0.07,0.89,,,,,,,,,883.0450000,21.3090000,-20.3440000,15.4230000,0.1370000,-0.1370000,13.2440000,0.0290000,-0.0290000,1,1,0
"Kepler-126 b","b","Kepler-126",,,"TIC 159046962","Gaia DR2 2126918008858627712",1,3,0,0,0,0,1,0,0,0,0,0,0,0.099000,,,0.099000,1.520,0.100,-0.100,1.520,4.11726,7.11860,-7.11860,0.136,0.009,-0.009,0.136,0.01294,0.02240,-0.02240,"Msini",0.070000,0.100000,-0.070000,0.070000,10.49571100,0.00002800,-0.00002800,89.460,,,,3.390,0.770,-0.520,-0.070,0.078,-0.084,"[Fe/H]",0.452,0.017,-0.019,6239.00,94.00,-94.00,6239.00,1.36,0.02,-0.02,1.36,1.11,0.03,-0.03,1.11,,,,,,,,,237.4010000,1.6700000,-1.6470000,10.5050000,0.0060000,-0.0060000,9.3440000,0.0110000,-0.0110000,1,3,0
"Kepler-983 b","b","Kepler-983",,,"TIC 164882868","Gaia DR2 2106370541711607680",1,1,0,0,0,0,1,0,0,0,0,0,0,0.314800,,,0.314800,2.360,0.070,-0.180,2.360,6.17000,,,0.211,0.006,-0.016,0.211,0.01940,,,"M-R relationship",0.000000,,,0.000000,60.08550820,0.00026110,-0.00026110,88.930,,,,1.410,0.403,-0.250,0.120,0.072,-0.081,"[Fe/H]",0.150,,,6052.00,50.95,-47.66,6052.00,1.08,0.03,-0.03,1.08,1.13,0.03,-0.02,1.13,,,,,,,,,714.4370000,,,14.1125000,0.0463000,-0.0463000,12.1690000,0.0210000,-0.0210000,1,1,0
"Kepler-887 b","b","Kepler-887",,,"TIC 122293639","Gaia DR2 2101093092063293824",1,2,0,0,0,0,1,0,0,0,0,0,0,0.153600,,,0.153600,1.840,0.270,-0.170,1.840,4.04000,,,0.164,0.024,-0.015,0.164,0.01270,,,"M-R relationship",0.000000,,,0.000000,20.42228798,0.00009225,-0.00009225,89.870,,,,3.090,0.650,-1.210,0.080,0.079,-0.077,"[Fe/H]",0.446,,,6194.00,62.11,-49.68,6194.00,1.29,0.19,-0.12,1.29,1.19,0.05,-0.04,1.19,,,,,,,,,886.5880000,12.5150000,-12.1770000,13.5200000,0.0690000,-0.0690000,12.2410000,0.0230000,-0.0230000,1,2,0
"Kepler-1948 b","b","Kepler-1948",,,"TIC 158489110","Gaia DR2 2131059972237410560",1,1,0,0,0,0,1,0,0,0,0,0,0,0.102200,,,0.102200,1.033,,,1.033,1.09000,,,0.092,,,0.092,0.00343,,,"M-R relationship",0.000000,,,0.000000,15.57129955,,,89.640,,,,,,,0.120,0.150,-0.150,"[Fe/H]",-0.862,,,3872.00,77.00,-84.00,3872.00,0.56,0.03,-0.03,0.56,0.59,0.03,-0.04,0.59,,,,,,,,,193.9030000,1.4450000,-1.4240000,14.5690000,0.0920000,-0.0920000,10.8710000,0.0110000,-0.0110000,1,1,0
"Kepler-1559 b","b","Kepler-1559",,,"TIC 63213956","Gaia DR2 2125705488052032640",1,1,0,0,0,0,1,0,0,0,0,0,0,0.018000,,,0.018000,0.720,0.070,-0.050,0.720,0.29900,,,0.064,0.006,-0.004,0.064,0.00094,,,"M-R relationship",0.000000,,,0.000000,0.97191543,0.00000379,-0.00000379,81.160,,,,4.270,6.000,-2.570,-0.040,0.158,-0.167,"[Fe/H]",-0.276,,,5316.00,98.57,-97.87,5316.00,0.82,0.06,-0.05,0.82,0.86,0.04,-0.05,0.86,,,,,,,,,614.8270000,9.5220000,-9.5220000,14.5490000,0.0800000,-0.0800000,12.6340000,0.0260000,-0.0260000,1,1,0
"Kepler-815 b","b","Kepler-815",,,"TIC 48505882","Gaia DR2 2131495378841740800",1,1,0,0,0,0,1,0,0,0,0,0,0,0.088800,,,0.088800,4.110,0.190,-0.330,4.110,15.80000,,,0.367,0.017,-0.029,0.367,0.04980,,,"M-R relationship",0.000000,,,0.000000,8.57503552,0.00005910,-0.00005910,89.030,,,,4.900,3.870,-0.560,-0.030,0.039,-0.026,"[Fe/H]",0.857,0.024,-0.025,5028.00,52.57,-43.63,5028.00,3.42,0.09,-0.26,3.42,1.25,0.05,-0.19,1.25,,,,,,,,,1259.2800000,23.7150000,-23.7150000,13.4380000,0.0800000,-0.0800000,11.1910000,0.0170000,-0.0170000,1,1,0
"Kepler-32 e","e","Kepler-32",,,"TIC 273590427","Gaia DR2 2080287892525359872",1,5,0,0,0,0,1,0,0,0,0,0,0,0.033000,,,0.033000,1.500,0.100,-0.100,1.500,2.86000,,,0.134,0.009,-0.009,0.134,0.00899,,,"M-R relationship",0.000000,,,0.000000,2.89600000,0.00030000,-0.00030000,89.650,,,"M1 V",2.690,3.460,-1.170,0.000,0.400,-0.400,"[Fe/H]",-1.292,0.063,-0.074,3900.00,200.00,-200.00,3900.00,0.53,0.04,-0.04,0.53,0.58,0.05,-0.05,0.58,,,,,,,,,323.8470000,3.4025000,-3.4025000,16.3600000,0.5490000,-0.5490000,12.7570000,0.0240000,-0.0240000,1,5,0
