,pl-name,pl-letter,hostname,hd-name,hip-name,tic-id,gaia-id,pl-orbsmax,pl-orbsmaxerr1,pl-orbsmaxerr2,pl-rade,pl-radeerr1,pl-radeerr2,pl-bmasse,pl-bmasseerr1,pl-bmasseerr2,pl-radj,pl-radjerr1,pl-radjerr2,pl-bmassj,pl-bmassjerr1,pl-bmassjerr2,pl-bmassprov,pl-orbeccen,pl-orbeccenerr1,pl-orbeccenerr2,pl-orbper,pl-orbpererr1,pl-orbpererr2,st-spectype,st-age,st-ageerr1,st-ageerr2,st-met,st-meterr1,st-meterr2,st-metratio,st-lum,st-lumerr1,st-lumerr2,st-teff,st-tefferr1,st-tefferr2,st-rad,st-raderr1,st-raderr2,st-mass,st-masserr1,st-masserr2,st-vsin,st-vsinerr1,st-vsinerr2,st-rotp,st-rotperr1,st-rotperr2,sy-dist,sy-disterr1,sy-disterr2,sy-vmag,sy-vmagerr1,sy-vmagerr2,sy-kmag,sy-kmagerr1,sy-kmagerr2,sy-snum,sy-pnum,sy-mnum,KIC,koi-name,kepler-name,KOI,TIC,GAIA,e_pl_orbsmax,e_pl_rade,e_pl_bmasse,e_pl_radj,e_pl_bmassj,e_pl_orbeccen,e_pl_orbper,e_st_age,e_st_met,e_st_lum,e_st_teff,e_st_rad,e_st_mass,e_st_vsin,e_st_rotp,e_sy_dist,e_sy_vmag,e_sy_kmag,st-flux,st-spectype-ltr,st-spectype-num,st-lumiclass,st-spectype-val,st-spectype-str
687,WASP-74 b,b,WASP-74,,,TIC 244089109,Gaia DR2 4224062406762625152,0.03443,0.00036,-0.00036,15.244,1.121,-1.121,228.8376,38.1396,-38.1396,1.36,0.1,-0.1,0.72,0.12,-0.12,Mass,0.0,,,2.13775,1e-06,-1e-06,F9,3.7,0.9,-0.9,0.39,,,[Fe/H],0.4,0.005,-0.005,5990.0,110.0,-110.0,1.42,0.1,-0.1,0.98,0.24,-0.24,6.03,0.19,-0.19,,,,149.216,1.149,-1.132,9.75,0.005,-0.005,8.221,0.023,-0.023,1,1,0,-1,,,-1,244089109,4.224062406762625e+18,0.00036,1.121,38.1396,0.1,0.12,,1e-06,0.9,,0.005,110.0,0.1,0.24,0.19,,1.149,0.005,0.023,-15.675687522779912,F,9.0,,39.0,F9 
688,HATS-41 b,b,HATS-41,,,TIC 53750200,Gaia DR2 2919151080524391552,0.0583,0.0015,-0.001,14.908,3.251,-2.242,3082.951,508.528,-508.528,1.33,0.29,-0.2,9.7,1.6,-1.6,Mass,0.38,0.11,-0.11,4.193649,1.3e-05,-1.3e-05,,1.34,0.31,-0.51,0.47,0.041,-0.041,[Fe/H],0.653,0.166,-0.135,6424.0,91.0,-91.0,1.71,0.36,-0.24,1.5,0.12,-0.08,19.21,0.23,-0.23,,,,737.668,14.203,-13.685,12.678,0.069,-0.069,11.498,0.023,-0.023,1,1,0,-1,,,-1,53750200,2.9191510805243914e+18,0.0015,3.251,508.528,0.29,1.6,0.11,1.3e-05,0.51,0.041,0.166,91.0,0.36,0.12,0.23,,14.203,0.069,0.023,-16.81077862362042,,,,,
689,WASP-37 b,b,WASP-37,,,TIC 368805700,Gaia DR2 3652176997218325888,0.0446,0.0019,-0.0019,13.002,0.785,-0.673,572.07,54.029,-54.029,1.16,0.07,-0.06,1.8,0.17,-0.17,Mass,0.0,,,3.577469,1.1e-05,-1.1e-05,,11.0,3.0,-4.0,-0.284,0.013,-0.013,[M/H],-0.021,0.077,,5800.0,150.0,,1.0,0.05,,0.93,0.12,,2.4,1.6,,,,,392.791,7.822,-7.526,12.815,0.103,-0.103,11.093,0.023,-0.023,1,1,0,-1,,,-1,368805700,3.652176997218326e+18,0.0019,0.785,54.029,0.07,0.17,,1.1e-05,4.0,0.013,,,,,,,7.822,0.103,0.023,-16.937379791754648,,,,,
690,WASP-49 b,b,WASP-49,,,TIC 306362738,Gaia DR2 2991284369063612928,0.0379,0.001,-0.0011,12.442,1.233,-1.233,117.5971,25.4264,-25.4264,1.11,0.11,-0.11,0.37,0.08,-0.08,Mass,0.0,,,2.78174,6e-06,-6e-06,G6 V,11.9,0.8,-3.2,-0.23,,,[Fe/H],-0.053,0.004,-0.004,5600.0,150.0,-150.0,0.97,0.09,-0.09,0.92,0.3,-0.3,0.9,0.3,-0.3,,,,194.553,1.203,-1.189,11.352,0.011,-0.011,9.749,0.021,-0.021,2,1,0,-1,,,-1,306362738,2.991284369063613e+18,0.0011,1.233,25.4264,0.11,0.08,,6e-06,3.2,,0.004,150.0,0.09,0.3,0.3,,1.203,0.011,0.021,-16.35913259922331,G,6.0, V,26.0,G6  V
691,WASP-110 b,b,WASP-110,,,TIC 425817867,Gaia DR2 6678937478314860160,,,,13.877,0.628,-0.628,162.09249,20.34102,-20.34102,1.238,0.056,-0.056,0.51,0.064,-0.064,Mass,0.0,,,3.77840121,8.2e-07,-8.2e-07,G9,,,,-0.06,0.1,-0.1,[Fe/H],-0.229,0.015,-0.017,5400.0,140.0,-140.0,0.86,0.05,-0.05,0.95,0.1,-0.16,,,,,,,274.96,3.097,-3.03,12.762,0.092,-0.092,10.871,0.023,-0.023,1,1,0,-1,,,-1,425817867,6.678937478314861e+18,,0.628,20.34102,0.056,0.064,,8.2e-07,,0.1,0.017,140.0,0.05,0.16,,,3.097,0.092,0.023,-16.83559577348945,G,9.0,,29.0,G9 
692,TOI-216.01,c,TOI-216,,,TIC 55652896,Gaia DR2 4664811297844004352,0.2069,0.0107,-0.0082,10.1,0.2,-0.2,177.98391,6.35657,-6.35657,0.901,0.018,-0.018,0.56,0.02,-0.02,Mass,0.0046,0.0027,-0.0012,34.525528,,,,,,,0.32,0.1,-0.1,[M/H],-0.442,0.004,-0.004,5026.0,125.0,-125.0,0.75,0.02,-0.02,0.77,0.03,-0.03,0.84,0.7,-0.7,,,,177.945,0.883,-0.875,12.324,0.069,-0.069,10.218,0.021,-0.021,1,2,0,-1,,,-1,55652896,4.664811297844005e+18,0.0107,0.2,6.35657,0.018,0.02,0.0027,,,0.1,0.004,125.0,0.02,0.03,0.7,,0.883,0.069,0.021,-16.670628314146114,,,,,
693,WASP-53 b,b,WASP-53,,,TIC 268766053,Gaia DR2 5136559128264765184,0.04101,0.00083,-0.00091,12.038,0.415,-0.415,677.61356,29.24036,-29.87602,1.074,0.037,-0.037,2.132,0.092,-0.094,Mass,0.03,,,3.3098443,2e-06,-2e-06,,,,,0.22,0.11,-0.11,[Fe/H],-0.463,0.028,-0.03,4953.0,60.0,-60.0,0.8,0.02,-0.02,0.84,0.05,-0.05,0.86,0.21,-0.21,,,,201.338,1.38,-1.362,12.591,0.069,-0.069,10.39,0.023,-0.023,1,2,0,-1,,,-1,268766053,5.136559128264765e+18,0.00091,0.415,29.87602,0.037,0.094,,2e-06,,0.11,0.03,60.0,0.02,0.05,0.21,,1.38,0.069,0.023,-16.798908235657507,,,,,
694,WASP-54 b,b,WASP-54,,,TIC 61098812,Gaia DR2 3661983850663908608,0.04988,0.00043,-0.00045,17.71,1.906,-1.906,187.5197,44.4962,-44.4962,1.58,0.17,-0.17,0.59,0.14,-0.14,Mass,0.07,0.03,-0.03,3.69364,6e-06,-6e-06,F9,6.9,1.0,-1.9,-0.27,,,[Fe/H],0.575,0.01,-0.01,6100.0,100.0,-100.0,1.76,0.19,-0.19,1.08,0.38,-0.38,4.0,0.8,-0.8,,,,251.303,4.478,-4.327,10.413,0.008,-0.008,9.035,0.023,-0.023,2,1,0,-1,,,-1,61098812,3.661983850663909e+18,0.00045,1.906,44.4962,0.17,0.14,0.03,6e-06,1.9,,0.01,100.0,0.19,0.38,0.8,,4.478,0.008,0.023,-15.953452081502371,F,9.0,,39.0,F9 
695,TOI-4603 b,b,TOI-4603,HD 245134,,TIC 437856897,Gaia DR2 3402980516507429888,0.0888,0.001,-0.001,11.68,0.426,-0.392,4096.80817,184.34048,-181.16219,1.042,0.038,-0.035,12.89,0.58,-0.57,Mass,0.325,0.02,-0.02,7.24599,0.00022,-0.00021,F,1.64,0.3,-0.24,0.342,0.039,-0.04,[Fe/H],1.017,0.026,-0.027,6264.0,95.0,-94.0,2.74,0.05,-0.05,1.77,0.06,-0.06,23.18,0.37,-0.37,,,,225.643,2.484,-2.432,9.24,0.03,-0.03,7.786,0.017,-0.017,1,1,0,-1,,,-1,437856897,3.40298051650743e+18,0.001,0.426,184.34048,0.038,0.58,0.02,0.00022,0.3,0.04,0.027,95.0,0.05,0.06,0.37,,2.484,0.03,0.017,-15.417900465598638,F,,,,F
696,OGLE-2018-BLG-1647L b,b,OGLE-2018-BLG-1647L,,,,,1.36,0.2,-0.17,13.8,,,308.29355,565.73456,-177.98391,1.23,,,0.97,1.78,-0.56,Mass,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.17,-0.05,,,,,,,7880.0,1180.0,-1000.0,,,,,,,1,1,0,-1,,,-1,-1,,0.2,,565.73456,,1.78,,,,,,,,0.17,,,1180.0,,,,,,,,
697,CoRoT-1 b,b,CoRoT-1,,,TIC 36352297,Gaia DR2 3105507886130792448,0.02752,0.00022,-0.00023,16.7,0.9,-0.9,327.35,38.14,-38.14,1.49,0.08,-0.08,1.03,0.12,-0.12,Mass,0.0,,,1.5089557,6.4e-06,-6.4e-06,G0 V,1.6,0.5,-0.5,-0.3,0.25,-0.25,[M/H],0.298,0.029,-0.031,5950.0,150.0,-150.0,1.11,0.05,-0.05,0.95,0.15,-0.15,5.2,1.0,-1.0,,,,787.909,23.491,-23.491,13.623,0.114,-0.114,12.149,0.027,-0.027,1,1,0,-1,,,-1,36352297,3.1055078861307924e+18,0.00023,0.9,38.14,0.08,0.12,,6.4e-06,0.5,0.25,0.031,150.0,0.05,0.15,1.0,,23.491,0.114,0.027,-17.223008857824432,G,0.0, V,20.0,G0  V
698,HD 111232 b,b,HD 111232,HD 111232,HIP 62534,TIC 329649885,Gaia DR2 5855730584310531200,2.148,0.088,-0.097,12.6,,,2531.50326,358.51044,-152.23981,1.12,,,7.965,1.128,-0.479,Mass,0.214,0.005,-0.003,1169.13202,0.6138,-0.39663,G8 V,5.2,,,-0.36,0.1,-0.1,[Fe/H],-0.161,,,5512.0,24.0,-24.0,0.9,0.01,-0.01,0.96,0.12,-0.12,1.2,,,,,,28.9571,0.0362,-0.0361,7.59,0.03,-0.03,5.898,0.033,-0.033,1,2,0,-1,,,-1,329649885,5.855730584310531e+18,0.097,,358.51044,,1.128,0.005,0.6138,,0.1,,24.0,0.01,0.12,,,0.0362,0.03,0.033,-14.81256686705886,G,8.0, V,28.0,G8  V
699,WD 0806-661 b,b,WD 0806-661,,,TIC 306826966,Gaia DR2 5274517467840296832,2500.0,,,12.6,,,2542.62726,635.65681,-635.65681,1.12,,,8.0,2.0,-2.0,Mass,,,,,,,DQ,1.5,0.5,-0.3,,,,,,,,9552.0,54.33,-1930.5,,,,0.62,0.03,-0.03,,,,,,,19.2444,0.0073,-0.0073,13.855,0.137,-0.137,13.781,0.043,-0.043,1,1,0,-1,,,-1,306826966,5.274517467840297e+18,,,635.65681,,2.0,,,0.5,,,1930.5,,0.03,,,0.0073,0.137,0.043,,,,,,
700,HD 16175 b,b,HD 16175,HD 16175,HIP 12191,TIC 422922274,Gaia DR2 340028235795364864,2.12,0.07,-0.07,12.8,,,1875.1876,572.09113,-317.82841,1.14,,,5.9,1.8,-1.0,Mass,0.6,0.11,-0.11,990.0,20.0,-20.0,G2,3.3,0.5,-0.5,0.3,,,[Fe/H],0.508,0.032,-0.035,5981.0,17.0,-17.0,1.72,0.03,-0.03,1.63,0.14,-0.14,4.8,0.5,-0.5,19.7,5.5,-5.5,59.859,0.2478,-0.2457,7.297,0.023,-0.023,5.853,0.021,-0.021,1,1,0,-1,,,-1,422922274,3.4002823579536486e+17,0.07,,572.09113,,1.8,0.11,20.0,0.5,,0.035,17.0,0.03,0.14,0.5,5.5,0.2478,0.023,0.021,-14.774315649778067,G,2.0,,22.0,G2 
701,WASP-117 b,b,WASP-117,,,TIC 166739520,Gaia DR2 4746157737910069888,0.09459,0.00084,-0.00079,11.882,0.785,-0.785,95.349,15.8915,-15.8915,1.06,0.07,-0.07,0.3,0.05,-0.05,Mass,0.3,0.02,-0.02,10.02165,0.00055,-0.00055,F9,4.6,2.0,-2.0,-0.11,,,[Fe/H],0.274,0.021,-0.014,6040.0,90.0,-90.0,1.22,0.06,-0.06,1.29,0.3,-0.3,1.67,0.31,-0.24,,,,157.963,0.636,-0.632,10.139,0.005,-0.005,8.78,0.021,-0.021,1,1,0,-1,,,-1,166739520,4.74615773791007e+18,0.00084,0.785,15.8915,0.07,0.05,0.02,0.00055,2.0,,0.021,90.0,0.06,0.3,0.31,,0.636,0.005,0.021,-15.851167481575292,F,9.0,,39.0,F9 
702,WASP-130 b,b,WASP-130,,,TIC 243200602,Gaia DR2 6112606840179716096,0.1012,0.0014,-0.0014,9.976,0.336,-0.336,390.9309,12.7132,-12.7132,0.89,0.03,-0.03,1.23,0.04,-0.04,Mass,0.0,,,11.55098,1e-05,-1e-05,G6,2.0,,,0.26,0.1,-0.1,[Fe/H],-0.032,0.005,-0.005,5625.0,90.0,-90.0,0.96,0.03,-0.03,1.04,0.04,-0.04,0.5,0.5,-0.5,,,,172.256,1.39,-1.368,11.104,0.012,-0.012,9.461,0.026,-0.026,1,1,0,-1,,,-1,243200602,6.112606840179716e+18,0.0014,0.336,12.7132,0.03,0.04,,1e-05,,0.1,0.005,90.0,0.03,0.04,0.5,,1.39,0.012,0.026,-16.232405451502302,G,6.0,,26.0,G6 
703,WASP-119 b,b,WASP-119,,,TIC 388104525,Gaia DR2 4672607178880426624,0.0363,0.0007,-0.0007,15.693,2.242,-2.242,390.9309,25.4264,-25.4264,1.4,0.2,-0.2,1.23,0.08,-0.08,Mass,0.058,,,2.49979,1e-05,-1e-05,G5,8.0,2.5,-2.5,0.14,0.1,-0.1,[Fe/H],0.075,0.02,-0.012,5650.0,100.0,-100.0,1.2,0.1,-0.1,1.02,0.06,-0.06,0.7,0.9,-0.9,,,,302.448,2.017,-1.991,12.314,0.057,-0.057,10.545,0.021,-0.021,1,1,0,-1,,,-1,388104525,4.672607178880427e+18,0.0007,2.242,25.4264,0.2,0.08,,1e-05,2.5,0.1,0.02,100.0,0.1,0.06,0.9,,2.017,0.057,0.021,-16.614358169212544,G,5.0,,25.0,G5 
704,WASP-157 b,b,WASP-157,,,TIC 179012583,Gaia DR2 3630269399833507200,0.0499,0.0006,-0.0006,11.19,0.28,-0.28,182.43442,29.55819,-29.55819,0.998,0.025,-0.025,0.574,0.093,-0.093,Mass,0.0,,,3.951623,1.8e-05,-1.8e-05,G2 V,1.6,2.5,-0.8,0.25,0.06,-0.06,[Fe/H],0.079,0.027,-0.017,5772.0,86.0,-86.0,1.1,0.03,-0.03,1.06,0.04,-0.04,1.0,0.9,-0.9,,,,334.037,6.51,-6.27,12.397,0.092,-0.092,10.764,0.023,-0.023,1,1,0,-1,,,-1,179012583,3.6302693998335073e+18,0.0006,0.28,29.55819,0.025,0.093,,1.8e-05,2.5,0.06,0.027,86.0,0.03,0.04,0.9,,6.51,0.092,0.023,-16.69664588445815,G,2.0, V,22.0,G2  V
705,CoRoT-19 b,b,CoRoT-19,,,TIC 42821097,Gaia DR2 3120002649138831360,0.0518,0.0008,-0.0008,14.46,0.34,-0.34,352.78,19.07,-19.07,1.29,0.03,-0.03,1.11,0.06,-0.06,Mass,0.047,0.045,-0.045,3.89713,2e-05,-2e-05,F9 V,5.0,1.0,-1.0,-0.02,0.1,-0.1,[Fe/H],0.544,0.024,-0.026,6090.0,70.0,-70.0,1.65,0.04,-0.04,1.21,0.05,-0.05,6.0,1.0,-1.0,,,,790.663,26.737,-25.071,14.135,0.149,-0.149,11.837,0.024,-0.024,1,1,0,-1,,,-1,42821097,3.1200026491388314e+18,0.0008,0.34,19.07,0.03,0.06,0.045,2e-05,1.0,0.1,0.026,70.0,0.04,0.05,1.0,,26.737,0.149,0.024,-16.98003956714051,F,9.0, V,39.0,F9  V
706,HAT-P-19 b,b,HAT-P-19,,,TIC 267650535,Gaia DR2 365426679516816512,0.04599,0.00063,-0.00058,11.299,0.157,-0.146,88.03847,5.40308,-5.08525,1.008,0.014,-0.013,0.277,0.017,-0.016,Mass,0.07,0.04,-0.04,4.00878322,1.9e-07,-1.9e-07,K1,7.2,4.0,-4.0,0.166,0.07,-0.068,[Fe/H],-0.485,0.016,-0.018,4962.0,39.0,-41.0,0.77,0.01,-0.01,0.81,0.03,-0.03,0.7,0.5,-0.5,35.5,2.5,-2.5,202.078,1.471,-1.451,12.826,0.057,-0.057,10.546,0.019,-0.019,1,1,0,-1,,,-1,267650535,3.654266795168165e+17,0.00063,0.157,5.40308,0.014,0.017,0.04,1.9e-07,4.0,0.07,0.018,41.0,0.01,0.03,0.5,2.5,1.471,0.057,0.019,-16.824094805124904,K,1.0,,11.0,K1 
707,WASP-93 b,b,WASP-93,,,TIC 240681314,Gaia DR2 415703635408772480,0.04211,0.00035,-0.00035,17.901,0.863,-0.863,467.2101,92.1707,-92.1707,1.597,0.077,-0.077,1.47,0.29,-0.29,Mass,0.0,,,2.7325321,2e-06,-2e-06,F4,0.7,0.65,-0.65,0.07,0.17,-0.17,[Fe/H],0.618,0.012,-0.012,6700.0,100.0,-100.0,1.52,0.04,-0.04,1.33,0.03,-0.03,37.0,3.0,-3.0,1.45,0.4,-0.4,370.284,7.938,-7.617,10.966,0.007,-0.007,9.942,0.016,-0.016,1,1,0,-1,,,-1,240681314,4.157036354087725e+17,0.00035,0.863,92.1707,0.077,0.29,,2e-06,0.65,0.17,0.012,100.0,0.04,0.03,3.0,0.4,7.938,0.007,0.016,-16.2471266283452,F,4.0,,34.0,F4 
708,HAT-P-59 b,b,HAT-P-59,,,TIC 229400092,Gaia DR2 2241743203599727744,0.05064,0.00037,-0.00037,12.588,0.146,-0.146,489.45575,21.2945,-21.2945,1.123,0.013,-0.013,1.54,0.067,-0.067,Mass,0.03,,,4.1419771,1.2e-06,-1.2e-06,,7.3,1.0,-1.0,0.217,0.049,-0.049,[Fe/H],0.054,0.006,-0.006,5678.0,16.0,-16.0,1.1,0.01,-0.01,1.01,0.02,-0.02,,,,,,,265.471,1.374,-1.36,11.64,0.034,-0.034,10.208,0.022,-0.022,1,1,0,-1,,,-1,229400092,2.241743203599728e+18,0.00037,0.146,21.2945,0.013,0.067,,1.2e-06,1.0,0.049,0.006,16.0,0.01,0.02,,,1.374,0.034,0.022,-16.522090906760155,,,,,
709,K2-238 b,b,K2-238,,,TIC 404243877,Gaia DR2 2631270757088861312,0.046,0.007,-0.006,14.572,1.681,-1.569,273.3338,41.3179,-38.1396,1.3,0.15,-0.14,0.86,0.13,-0.12,Mass,0.0,,,3.20466,3e-05,-3e-05,G2 V,5.63,1.05,-1.97,0.34,0.04,-0.04,[Fe/H],0.36,,,5630.0,78.0,-78.0,1.59,0.16,-0.16,1.19,0.08,-0.08,3.78,0.57,-0.57,,,,537.963,,,13.973,0.126,-0.126,12.032,0.033,-0.033,1,1,0,-1,,,-1,404243877,2.631270757088861e+18,0.007,1.681,41.3179,0.15,0.13,,3e-05,1.97,0.04,,78.0,0.16,0.08,0.57,,,0.126,0.033,-16.82956154883746,G,2.0, V,22.0,G2  V
710,HAT-P-62 b,b,HAT-P-62,,,TIC 453064665,Gaia DR2 255397142179844224,0.03772,0.00024,-0.00024,12.027,0.325,-0.325,241.86742,27.9689,-27.9689,1.073,0.029,-0.029,0.761,0.088,-0.088,Mass,0.101,,,2.6453235,3.9e-06,-3.9e-06,,8.1,1.1,-1.1,0.414,0.09,-0.09,[Fe/H],0.091,0.018,-0.019,5629.0,48.0,-48.0,1.17,0.02,-0.02,1.02,0.02,-0.02,,,,,,,348.815,4.951,-4.816,12.539,0.069,-0.069,10.701,0.026,-0.026,1,1,0,-1,,,-1,453064665,2.5539714217984422e+17,0.00024,0.325,27.9689,0.029,0.088,,3.9e-06,1.1,0.09,0.019,48.0,0.02,0.02,,,4.951,0.069,0.026,-16.722247040258814,,,,,
711,HATS-10 b,b,HATS-10,,,TIC 126325985,Gaia DR2 6771939433131924096,0.04491,0.00074,-0.00074,10.862,0.684,-0.504,167.17858,25.74423,-25.74423,0.969,0.061,-0.045,0.526,0.081,-0.081,Mass,0.501,,,3.312846,5.8e-06,-5.8e-06,,3.3,1.7,-1.7,0.15,0.1,-0.1,[Fe/H],0.117,0.056,-0.064,5880.0,120.0,-120.0,1.1,0.06,-0.04,1.1,0.05,-0.05,5.68,0.7,-0.7,,,,534.889,7.724,-7.512,13.202,0.092,-0.092,11.511,0.025,-0.025,1,1,0,-1,,,-1,126325985,6.771939433131924e+18,0.00074,0.684,25.74423,0.061,0.081,,5.8e-06,1.7,0.1,0.064,120.0,0.06,0.05,0.7,,7.724,0.092,0.025,-17.06758406866025,,,,,
712,HATS-25 b,b,HATS-25,,,TIC 437333618,Gaia DR2 6287125101007614080,0.05163,0.0006,-0.0006,14.123,1.121,-1.121,194.82979,13.34886,-13.34886,1.26,0.1,-0.1,0.613,0.042,-0.042,Mass,0.176,,,4.2986432,4.5e-06,-4.5e-06,G,7.5,1.9,-1.9,0.02,0.05,-0.05,[Fe/H],0.068,0.059,-0.068,5715.0,73.0,-73.0,1.11,0.07,-0.07,0.99,0.04,-0.04,3.88,0.5,-0.5,,,,471.158,9.125,-8.79,13.172,0.08,-0.08,11.416,0.021,-0.021,1,1,0,-1,,,-1,437333618,6.287125101007614e+18,0.0006,1.121,13.34886,0.1,0.042,,4.5e-06,1.9,0.05,0.068,73.0,0.07,0.04,0.5,,9.125,0.08,0.021,-17.00638987442075,G,,,,G
713,HATS-29 b,b,HATS-29,,,TIC 201604954,Gaia DR2 6638230431120193280,0.05475,0.00088,-0.00088,14.022,0.684,-0.684,207.54299,20.02329,-20.02329,1.251,0.061,-0.061,0.653,0.063,-0.063,Mass,0.158,,,4.6058749,6.3e-06,-6.3e-06,G,5.5,2.6,-1.7,0.16,0.08,-0.08,[Fe/H],0.029,0.05,-0.056,5670.0,110.0,-110.0,1.07,0.04,-0.04,1.03,0.05,-0.05,2.35,0.8,-0.8,,,,353.891,4.986,-4.852,12.62,0.057,-0.057,10.877,0.019,-0.019,1,1,0,-1,,,-1,201604954,6.638230431120194e+18,0.00088,0.684,20.02329,0.061,0.063,,6.3e-06,2.6,0.08,0.056,110.0,0.04,0.05,0.8,,4.986,0.057,0.019,-16.79679577121517,G,,,,G
714,HATS-31 b,b,HATS-31,,,TIC 9385460,Gaia DR2 3498553232585634816,0.0478,0.0012,-0.0012,18.383,2.466,-2.466,279.6904,38.1396,-38.1396,1.64,0.22,-0.22,0.88,0.12,-0.12,Mass,0.233,,,3.37796,1.2e-05,-1.2e-05,,4.3,1.1,-1.1,0.0,0.07,-0.07,[Fe/H],0.619,0.089,-0.113,6050.0,120.0,-120.0,1.87,0.18,-0.18,1.28,0.1,-0.1,7.01,0.5,-0.5,,,,773.974,20.317,-19.321,13.315,0.092,-0.092,11.572,0.023,-0.023,1,1,0,-1,,,-1,9385460,3.498553232585635e+18,0.0012,2.466,38.1396,0.22,0.12,,1.2e-05,1.1,0.07,0.113,120.0,0.18,0.1,0.5,,20.317,0.092,0.023,-16.88650947869978,,,,,
715,WASP-76 b,b,WASP-76,,,TIC 293435336,Gaia DR2 2512326349403275520,0.033,0.0002,-0.0002,20.781,0.863,-0.852,284.1386,4.4496,-4.13177,1.854,0.077,-0.076,0.894,0.014,-0.013,Mass,0.0,,,1.80988198,6.4e-07,-5.6e-07,F7,1.816,0.274,-0.274,0.366,0.053,-0.053,[Fe/H],0.654,0.037,-0.037,6329.0,65.0,-65.0,1.76,0.07,-0.07,1.46,0.02,-0.02,1.48,0.28,-0.28,,,,194.459,6.206,-5.839,9.518,0.004,-0.004,8.243,0.031,-0.031,2,1,0,-1,,,-1,293435336,2.512326349403276e+18,0.0002,0.863,4.4496,0.077,0.014,,6.4e-07,0.274,0.053,0.037,65.0,0.07,0.02,0.28,,6.206,0.004,0.031,-15.651712831379715,F,7.0,,37.0,F7 
716,GJ 317 b,b,GJ 317,,,TIC 118608254,Gaia DR2 5701750711020088192,1.151,0.018,-0.018,13.3,,,794.5,222.5,-127.1,1.18,,,2.5,0.7,-0.4,Mass,0.07,0.01,-0.01,695.66,0.355,-0.355,M2.5 V,5.0,,,0.301,0.076,-0.076,[Fe/H],-1.687,0.096,-0.124,3492.73,44.6,-44.6,0.43,0.01,-0.01,0.42,0.02,-0.02,,,,,,,15.1968,0.013,-0.0129,12.4,0.2,-0.2,7.028,0.02,-0.02,1,2,0,-1,,,-1,118608254,5.701750711020088e+18,0.018,,222.5,,0.7,0.01,0.355,,0.076,0.124,44.6,0.01,0.02,,,0.013,0.2,0.02,-15.778561031034965,M,2.5, V,2.5,M2.5  V
717,GJ 317 c,c,GJ 317,,,TIC 118608254,Gaia DR2 5701750711020088192,5.23,0.111,-0.111,13.5,,,522.5,19.1,-19.1,1.2,,,1.64396,0.0601,-0.0601,Msini,0.17,0.02,-0.02,6739.323,143.106,-143.106,M2.5 V,5.0,,,0.301,0.076,-0.076,[Fe/H],-1.687,0.096,-0.124,3492.73,44.6,-44.6,0.43,0.01,-0.01,0.42,0.02,-0.02,,,,,,,15.1968,0.013,-0.0129,12.4,0.2,-0.2,7.028,0.02,-0.02,1,2,0,-1,,,-1,118608254,5.701750711020088e+18,0.111,,19.1,,0.0601,0.02,143.106,,0.076,0.124,44.6,0.01,0.02,,,0.013,0.2,0.02,-15.778561031034965,M,2.5, V,2.5,M2.5  V
718,GJ 86 b,b,GJ 86,HD 13445,HIP 10138,TIC 220017951,Gaia DR2 4937000898855759104,0.11,0.0,0.0,12.9,,,1404.8086,63.566,-63.566,1.15,,,4.42,0.2,-0.2,Msini,0.04,0.01,-0.01,15.76491,0.00039,-0.00039,K1V,11.3,,,-0.22,,,[Fe/H],-0.39,0.0,-0.0,5182.0,11.0,-11.0,0.77,0.01,-0.01,0.93,0.06,-0.06,2.37,,,30.0,,,10.7836,0.0054,-0.0053,6.12,0.03,-0.03,4.125,0.036,-0.036,2,1,0,-1,,,-1,220017951,4.937000898855759e+18,0.0,,63.566,,0.2,0.01,0.00039,,,0.0,11.0,0.01,0.06,,,0.0054,0.03,0.036,-14.183584275324545,K,1.0,,11.0,K1 
719,HD 12484 b,b,HD 12484,HD 12484,HIP 9519,TIC 419940916,Gaia DR2 2517585927699042944,0.297,0.005,-0.005,13.2,,,947.1334,44.4962,-44.4962,1.17,,,2.98,0.14,-0.14,Msini,0.07,0.03,-0.03,58.83,0.08,-0.08,F8,,,,0.05,0.02,-0.02,[Fe/H],0.022,0.002,-0.002,5920.0,30.0,-30.0,1.0,0.01,-0.01,1.01,0.03,-0.03,8.2,1.0,-1.0,,,,48.3367,0.1378,-0.137,8.18,0.03,-0.03,6.706,0.029,-0.029,1,1,0,-1,,,-1,419940916,2.517585927699043e+18,0.005,,44.4962,,0.14,0.03,0.08,,0.02,0.002,30.0,0.01,0.03,1.0,,0.1378,0.03,0.029,-15.07461072986874,F,8.0,,38.0,F8 
