index,pl-name,hostname,pl-letter,pl-orbsmax,e_pl_orbsmax,pl-orbeccen,e_pl_orbeccen,pl-rade,e_pl_rade,e_pl_rade,pl-bmassj,e_pl_bmassj,pl-radj,e_pl_rade,e_pl_rade,pl-bmasse,e_pl_bmasse,st-rad,e_st_rad,RoVK,RoM,Ro,e_RoVK,e_RoM,e_Ro,KOI,KIC,TIC,GAIA,r-Prot,sy-dist,e_sy_dist,st-mass,e_st_mass,sy-vmag,e_sy_vmag,sy-kmag,e_sy_kmag,Prot,e_Prot,VK-color,e_VK_color,st-teff,st-lum,e_st_lum,st-age,e_st_age,Tauc,e_Tauc,st-met,e_st_met,st-spectype,rperi,e_rperi,RA,e_RA,RASun,e_RASun,LX,e_LX,ASHC,e_ASHC,mass-class,rad-class,habitable,CHZ,OHZ,size-class,n-size_class
1485,Kepler-80 e,Kepler-80,e,0.0491,0.0007,0.0,,1.6,0.08,0.08,0.01299,0.00299,0.143,0.08,0.08,4.13,0.95,0.68,0.02,1.0554308186189434,1.0173743205356698,1.0554308186189434,0.656665344554147,0.4464074108394959,0.656665344554147,500,-1,-1,-1,mcq13,369.451,2.8945,0.73,0.03,15.23,0.172,12.253,0.02,25.567,0.252,2.9770000000000003,0.1731588865753069,4540.0,-0.77,0.077,2.0,1.0,24.22423104287881,15.069880984030775,0.04,0.08,K5,0.0491,0.0007,0.08216789881363368,0.13863066394392695,17.668991896679024,29.810474810998233,28.824111005113565,13.552184261827058,0.5975569621338923,0.08327661572298939,2,2,0,0,0,2,
1486,GJ 3779 b,GJ 3779,b,0.026,0.001,0.07,0.05,2.75,,,0.02517,0.00157,0.245,,,8.0,0.5,0.28,0.01,1.1667387051147249,1.0718267835360753,1.1667387051147249,1.1487691519383254,0.2235017860014268,1.1487691519383254,-1,-1,-1,-1,nasa,13.743,0.0117,0.27,0.02,13.04,0.2,7.957,0.033,95.0,5.0,5.082999999999999,0.20270421801235416,3324.0,-2.062,0.006,,,81.42354374937676,80.05487614921475,0.0,0.16,M4.0 V,0.024179999999999997,0.0015984054554461454,0.08400722905407362,0.21817556251104422,18.064512672832276,46.91542928223691,28.748344734218648,21.389815691524525,0.287832371954988,0.0656171790980841,2,3,0,0,0,2,
1487,Kepler-1853 b,Kepler-1853,b,0.2395,,0.0,,1.519,,,0.00918,,0.135,,,2.92,,0.79,0.05,0.6235080311407201,0.488982201858759,0.6235080311407201,0.33473601177497564,0.23218019550081803,0.33473601177497564,2535,-1,-1,-1,mcq13,562.348,8.673,0.77,0.05,15.229,0.149,12.776,0.031,11.171,0.048,2.4529999999999994,0.152190669884852,4821.0,-0.562,,14.0,3.2,17.916369063542675,9.618259164771557,0.16,0.15,,0.2395,0.0,0.07315264150546115,0.12032238303300202,15.730394091155652,25.873549664707635,29.221853637267714,11.855760010138063,3.2739761008099797,0.39393260644255285,1,1,0,0,0,1,
1488,Kepler-911 b,Kepler-911,b,0.1549,,0.0,,2.6,0.1,0.1,0.0229,,0.232,0.1,0.1,7.27,,1.99,0.07,2.0512562100072635,2.451229128796692,2.0512562100072635,0.7401049776082385,2.391982244183538,0.7401049776082385,1621,-1,-1,-1,mcq13,556.168,8.13,1.34,0.09,11.767,0.02,10.511,0.018,18.451,0.148,1.2560000000000002,0.02690724809414742,6112.0,0.707,0.026,3.55,0.84,8.994975815300354,3.2446366324216513,0.03,0.056,,0.1549,0.0,0.0951530872858578,0.08197984582887513,20.46126470887498,17.62855388242018,28.321964166016155,7.722019563935488,1.6279030393901066,0.13345524019355817,2,3,0,0,0,2,
1489,Kepler-999 b,Kepler-999,b,0.0681,,0.0,,2.34,0.65,0.65,0.0191,,0.209,0.65,0.65,6.08,,1.65,0.46,0.7272431979170252,0.8970335116990782,0.7272431979170252,0.2809467016121418,0.8505627402817965,0.2809467016121418,1886,-1,-1,-1,mcq13,545.063,8.197,1.29,0.16,12.364,0.069,10.916,0.02,7.306,0.045,1.4480000000000004,0.07184010022264724,6237.0,0.538,0.073,3.09,0.7,10.046157902783957,3.880512295115051,0.05,0.091,,0.0681,0.0,0.07568115624507918,0.08759980441194169,16.27411380518017,18.83704289208923,29.10555618531718,8.49753863276133,0.8998276899928823,0.07882472964782579,2,2,0,0,0,2,
1490,Kepler-1902 b,Kepler-1902,b,0.0385,,0.0,,1.176,,,0.00546,,0.105,,,1.74,,0.51,0.04,0.862978133162851,0.6326678874088981,0.862978133162851,0.5994346378638602,0.20528900666544178,0.5994346378638602,3090,-1,-1,-1,mcq13,344.337,6.478,0.52,0.04,16.113,0.126,12.677,0.028,27.227,0.091,3.436,0.12907362240210044,3729.0,-1.117,0.112,,,31.550046233746276,21.914774984241394,0.06,0.15,,0.0385,0.0,0.07859549287911716,0.15457321377634078,16.9007988137357,33.23868446304525,28.976239170471942,15.209878803814826,0.4898499721760694,0.07571768446750617,1,1,0,0,0,1,
1491,tau Cet h,tau Cet,h,0.243,0.003,0.23,0.16,1.19,,,0.00576,0.00214,0.106,,,1.83,0.68,0.83,0.02,2.966891026774452,1.5460199545362072,2.966891026774452,,,,-1,-1,-1,-1,nasa,3.60304,0.00678,0.78,0.01,3.49607,0.023,1.794,0.274,34.5,,1.70207,0.27496363395911105,5310.0,-0.305,0.003,12.12,,11.628334067095059,5.196490629126619,-0.52,0.01,G8.5V,0.18711,0.03894856223277054,0.10323170018435508,,22.19845098114061,,28.043074031993747,,1.812524637934393,,1,1,0,0,0,1,
1492,HD 45184 b,HD 45184,b,0.0644,0.0021,0.07,0.05,3.52,,,0.0384,0.0033,0.314,,,12.19,1.06,1.08,0.02,2.0627113577592575,1.6540912334064775,2.0627113577592575,0.8592670366273003,,0.8592670366273003,-1,-1,-1,-1,nasa,21.9532,0.0156,1.03,,6.383,0.005,4.871,0.02,21.5,3.0,1.5119999999999996,0.020615528128088305,5869.0,0.053,0.004,6.8,1.64,10.423174293933036,4.0911714717664465,0.04,0.01,G1.5 V,0.059891999999999994,0.003765980483220804,0.09527016114593254,0.09399707342348945,20.486439711702612,20.212681017901428,28.31775588716809,8.914203526234132,0.6286543370936349,0.07109434197969487,3,3,0,0,0,3,
1493,Kepler-1389 b,Kepler-1389,b,0.3869,,0.0,,1.77,0.14,0.14,0.0119,,0.158,0.14,0.14,3.78,,0.74,0.02,2.0224473070281532,1.5048257541899501,2.0224473070281532,1.018947395488029,0.7566057657654589,1.018947395488029,2931,-1,-1,-1,mcq13,497.093,4.7,0.81,0.03,14.896,0.103,12.696,0.021,31.324,3.068,2.200000000000001,0.10511898020814318,5078.0,-0.534,,2.09,1.48,15.488166189124827,7.654360041190399,-0.14,0.095,,0.3869,0.0,0.09485638662426044,0.1128980400375559,20.397463617923474,24.277054462582093,28.332652452807203,10.786872695722053,4.078797577780035,0.4604882522412964,2,2,0,0,0,2,
1494,Kepler-346 c,Kepler-346,c,0.168,,0.0,,3.07,1.46,1.46,0.0303,,0.274,1.46,1.46,9.64,,1.02,0.48,1.9366568944711509,1.4522041926284226,1.9366568944711509,0.8186671953646106,0.87849124306354,0.8186671953646106,1978,-1,-1,-1,mcq13,984.105,26.765,0.95,0.05,15.261,0.137,13.582,0.036,22.223,0.143,1.6789999999999985,0.14165097952361644,6033.0,-0.153,,1.7,2.5,11.474928813381013,4.850141169582856,0.0,0.172,,0.168,0.0,0.09395288511232748,0.09525745826231864,20.203178974851504,20.4837081443767,28.36540713331923,9.061025698221123,1.7881302931692182,0.17033274676915441,2,3,0,0,0,2,
1495,Kepler-83 d,Kepler-83,d,0.051,,0.0,,1.94,0.13,0.13,0.077,0.062,0.173,0.13,0.13,24.6,19.7,0.59,0.03,0.801327603371836,0.6012098719678872,0.801327603371836,0.5310409976797446,0.20937936531472454,0.5310409976797446,898,-1,-1,-1,mcq13,400.409,5.153,0.58,0.03,16.145,0.217,12.947,0.024,22.045,0.011,3.1980000000000004,0.2183231549790356,4648.0,-1.102,0.059,3.09,4.58,27.510596049903665,18.23130785763657,-0.2,0.1,M0 V,0.051,0.0,0.07731969970453358,0.14762295225990477,16.626458352448214,31.74413347431616,29.03224922791877,14.539281565281359,0.659599043903292,0.09737195816881451,3,2,0,0,0,3,
1496,Kepler-944 b,Kepler-944,b,0.2288,,0.0,,2.63,0.27,0.27,0.0233,,0.235,0.27,0.27,7.41,,0.83,0.08,1.4493009000773645,0.9508949958975182,1.4493009000773645,0.6378725718278231,0.5153037796829663,0.6378725718278231,1732,-1,-1,-1,mcq13,1349.43,56.125,0.86,0.06,15.636,0.16,13.851,0.048,17.677,0.006,1.7849999999999984,0.1670449041425688,5409.0,-0.078,,4.47,6.05,12.19691507750833,5.368157347337973,-0.11,0.183,,0.2288,0.0,0.08812775326585451,0.0988792735041669,18.950570488100954,21.262525968410767,28.58446290967771,9.50694623987207,2.596230943387156,0.2567134295311599,2,3,0,0,0,2,
1497,Kepler-1712 b,Kepler-1712,b,0.0903,,0.0,,2.284,,,0.0184,,0.204,,,5.83,,0.51,0.05,0.415402477532692,0.3803164253579695,0.415402477532692,0.31623425250009457,0.12339935115142622,0.31623425250009457,247,-1,-1,-1,mcq13,156.264,0.473,0.52,0.04,14.946,0.149,11.124,0.022,16.367,0.011,3.821999999999999,0.1506154042586614,3732.0,-1.179,0.11,13.8,3.4,39.400342764474544,29.994363925645466,0.02,0.15,,0.0903,0.0,0.06687855195642389,0.16959734238792792,14.38124388771168,36.469401209190764,29.528742604019666,16.988080808914905,1.3502086597035898,0.228991800354895,2,2,0,0,0,2,
1498,Kepler-415 c,Kepler-415,c,0.0695,,0.0,,2.01,0.15,0.15,0.0148,,0.201,0.15,0.15,4.7,,0.64,,1.079196482914824,0.7942212839069919,1.079196482914824,0.6324825894672647,,0.6324825894672647,1194,-1,-1,-1,mcq13,530.487,10.859,0.67,,16.142,0.149,13.378,0.04,23.126,0.074,2.7639999999999993,0.15427572718998928,4362.0,-0.805,,4.9,5.55,21.428906011200585,12.558610189055859,0.01,0.141,,0.0695,0.0,0.08257288963240426,0.13072638027700437,17.756079185004566,28.110775462756724,28.807283900347166,12.75820667708312,0.8416806086040856,0.11002985931215817,2,2,0,0,0,2,
1499,Kepler-971 b,Kepler-971,b,0.0827,,0.0,,2.13,0.24,0.24,0.0163,,0.19,0.24,0.24,5.18,,0.85,0.09,0.43700964370990586,0.351299086817645,0.43700964370990586,0.20625873615225987,0.19541395934321318,0.20625873615225987,1839,-1,-1,-1,mcq13,338.522,6.764,0.88,0.06,13.483,0.08,11.422,0.022,6.248,0.001,2.061,0.08296987405076617,5431.0,-0.299,0.029,4.47,6.27,14.297167327839393,6.747941461907922,-0.06,0.177,,0.0827,0.0,0.06763154446234718,0.1065783513033891,14.543163794116914,22.918098828499367,29.490424431108757,10.519594110824755,1.2228021799212636,0.13032424030619844,2,2,0,0,0,2,
1500,Kepler-200 c,Kepler-200,c,0.09,,0.0,,1.59,0.29,0.29,0.00993,,0.142,0.29,0.29,3.15,,0.94,0.16,1.853792749277628,1.3170042582869348,1.853792749277628,0.7585976362086322,0.8382915604468386,0.7585976362086322,654,-1,-1,-1,mcq13,665.912,7.1445,0.98,0.04,13.932,0.103,12.455,0.021,18.937,2.194,1.4770000000000003,0.10511898020814318,5678.0,0.008,,6.3,1.5,10.215273529028112,4.009191264578964,-0.006,0.034,,0.09,0.0,0.09305008972097512,0.09229621671377794,20.009046172571335,19.84693692738419,28.39845235565843,8.781698822003436,0.9672209910799519,0.08927083820283031,2,1,0,0,0,2,
1501,GJ 3293 e,GJ 3293,e,0.08208,4e-05,0.21,0.2,1.63,,,0.01032,0.00201,0.145,,,3.28,0.64,0.4,0.03,0.7211636974553162,0.7212733014748386,0.7211636974553162,,,,-1,-1,-1,-1,nasa,20.1903,0.0216,0.42,,11.945,0.037,7.486,0.033,41.0,,4.4590000000000005,0.04957822102496216,3466.0,-1.658,0.114,,,56.852556700610116,49.29558972658171,0.02,0.09,M2.5,0.0648432,0.016416030414201845,0.07554100587449782,,16.243976539923636,,29.111899896728904,,0.8583841219658775,,2,2,0,0,0,2,
1502,Kepler-1032 b,Kepler-1032,b,0.0361,,0.0,,1.87,0.1,0.1,0.0131,,0.167,0.1,0.1,4.16,,0.71,0.02,0.6257581148394371,0.5676850931793256,0.6257581148394371,0.35838031192418857,0.2641828736249722,0.35838031192418857,1973,-1,-1,-1,mcq13,673.01,37.599,0.77,0.03,16.007,0.092,13.301,0.034,12.969,0.002,2.7060000000000013,0.09808159868191382,4647.0,-0.655,0.051,1.86,2.8,20.725260595825766,11.86964245710064,0.16,0.211,,0.0361,0.0,0.07321084860713954,0.1281262103540226,15.742910667856941,27.551647360876498,29.219131514380475,12.646276968808127,0.49309631955938726,0.0631785627646604,2,2,0,0,0,2,
1503,Kepler-240 b,Kepler-240,b,0.048,,0.0,,1.37,0.56,0.56,0.00771,,0.122,0.56,0.56,2.45,,0.74,0.3,1.7714211174514116,1.3526854470912526,1.7714211174514116,1.4950952545312552,0.6070755511119824,1.4950952545312552,837,-1,-1,-1,mcq13,746.927,20.15,0.75,0.02,15.953,1.133,13.464,0.033,32.402,0.24,2.488999999999999,1.1334804806435794,4985.0,-0.524,,0.9,3.8,18.291528581649505,15.437619085113502,0.18,0.15,,0.048,0.0,0.09212093668244717,0.1872889240834452,19.809245547928843,40.27371430628633,28.432798844657032,18.134276583730525,0.5210541895102764,0.09758767854255121,1,1,0,0,0,1,
1504,Kepler-155 b,Kepler-155,b,0.056,,0.0,,2.09,0.21,0.21,0.0158,,0.186,0.21,0.21,5.02,,0.62,0.03,1.1892374208357144,0.8522020338878891,1.1892374208357144,0.7166710937444674,0.3224269863036756,0.7166710937444674,438,-1,-1,-1,mcq13,293.499,2.279,0.64,0.02,14.654,0.183,11.805,0.03,26.762,0.021,2.849,0.1854427135263071,4508.0,-1.21,0.388,2.9,0.4,22.503496384425496,13.561288445962441,-0.142,0.044,M0 V,0.056,0.0,0.08436225644072012,0.1343210760660426,18.14085606372248,28.883761649389065,28.733911501947265,13.08528720256582,0.6638039611867212,0.08916286236350197,2,2,0,0,0,2,
1505,HD 45184 c,HD 45184,c,0.11,0.0036,0.07,0.07,2.91,,,0.0277,0.0034,0.26,,,8.81,1.09,1.08,0.02,2.0627113577592575,1.6540912334064775,2.0627113577592575,0.8592670366273003,,0.8592670366273003,-1,-1,-1,-1,nasa,21.9532,0.0156,1.03,,6.383,0.005,4.871,0.02,21.5,3.0,1.5119999999999996,0.020615528128088305,5869.0,0.053,0.004,6.8,1.64,10.423174293933036,4.0911714717664465,0.04,0.01,G1.5 V,0.10229999999999999,0.00839637445568026,0.09527016114593254,0.09399707342348945,20.486439711702612,20.212681017901428,28.31775588716809,8.914203526234132,1.0737884639798112,0.13399537312766674,2,3,0,0,0,2,
1506,HD 45364 c,HD 45364,c,0.902,0.001,0.019,0.011,14.2,,,0.549,0.0075,1.26,,,174.4878,2.38371,0.89,0.02,2.6555224560461523,1.5729176230555582,2.6555224560461523,,,,-1,-1,-1,-1,nasa,34.354,0.0376,0.82,0.05,8.08,0.03,6.316,0.018,32.0,,1.7640000000000002,0.034985711369071804,5466.0,-0.196,0.001,,,12.050359403717973,5.145651015409738,-0.17,0.01,K0 V,0.884862,0.009970378377975432,0.10073518841473161,,21.661613032692035,,28.126857845144606,,8.784040750060253,,3,3,1,100,100,3,
1507,Kepler-1882 b,Kepler-1882,b,0.1151,,0.0,,1.487,,,0.00886,,0.133,,,2.81,,1.46,0.38,2.101159171414972,1.9133303179580994,2.101159171414972,0.8532948278876309,1.3766505400831905,0.8532948278876309,2848,-1,-1,-1,mcq13,443.371,4.273,1.07,0.09,12.516,0.069,10.919,0.037,22.999,0.041,1.5969999999999995,0.07829431652425353,5691.0,0.237,0.015,7.8,2.2,10.94586279463631,4.44514544506293,0.26,0.15,,0.1151,0.0,0.09565943792887763,0.09176111888730758,20.570147928935018,19.731872050512024,28.30380022878657,8.685986159086207,1.2032268063876388,0.11040943802933154,1,1,0,0,0,1,
1508,Kepler-1741 b,Kepler-1741,b,0.0296,,0.0,,1.273,,,0.00681,,0.114,,,2.16,,0.42,0.06,0.8877513577007417,0.5705140512517601,0.8877513577007417,,0.1814814776305424,,1201,-1,-1,-1,mcq13,270.739,2.716,0.45,0.06,16.154,0.15,12.611,,29.788,0.119,3.5429999999999993,,3683.0,-1.242,,13.4,3.4,33.55444037523111,,-0.22,0.15,,0.0296,0.0,0.07908818643373373,,17.00674527883652,,28.954851866823127,,0.37426575743775836,,1,1,0,0,0,1,
1509,Kepler-1782 b,Kepler-1782,b,0.0582,,0.0,,2.229,,,0.0176,,0.199,,,5.6,,0.73,0.05,1.5729618207170752,1.1830338778896676,1.5729618207170752,0.7989232295736527,0.5775004499173161,0.7989232295736527,1985,-1,-1,-1,mcq13,305.792,1.39,0.79,0.05,13.875,0.08,11.576,0.016,25.791,0.223,2.2989999999999995,0.08158431221748456,4931.0,-0.556,,14.0,3.5,16.396456455785117,8.326719384242706,0.0,0.15,,0.0582,0.0,0.08973549489928147,0.11363814913825462,19.296291558045866,24.436203983157814,28.522589171684466,10.947376690168747,0.648572786781009,0.07370261107123373,2,2,0,0,0,2,
1510,Kepler-138 e,Kepler-138,e,0.1803,0.0014,0.112,0.024,0.797,,,0.00135,0.00066,0.071,,,0.43,0.21,0.54,0.01,0.5809883062354858,0.4756323564685286,0.5809883062354858,0.41204175259850256,0.15117029148834046,0.41204175259850256,314,-1,-1,-1,mcq13,66.8624,0.107,0.54,0.01,13.04,0.092,9.506,0.011,19.394,0.013,3.533999999999999,0.09265527507918801,3841.0,-1.252,0.032,4.68,5.53,33.381050516598926,23.67410887159517,-0.18,0.1,M1 V,0.16010639999999998,0.004502244560216603,0.07202065185937118,0.1579915722976427,15.486976452726648,33.97375192716307,29.27522754660425,15.690098527546834,2.22306235595627,0.35674499071618987,0,0,0,0,0,0,
1511,Kepler-1771 b,Kepler-1771,b,0.3815,,0.0,,4.055,,,0.0487,,0.362,,,15.5,,0.93,0.12,1.9915003016523591,1.4380181797419946,1.9915003016523591,0.8882927793502478,0.8935553013473176,0.8882927793502478,1857,-1,-1,-1,mcq13,565.752,,0.94,0.06,13.802,0.126,12.152,0.026,22.474,3.535,1.6500000000000004,0.12865457628860313,5661.0,-0.092,,0.8,3.1,11.284959375277621,4.710202250735028,0.0,0.15,,0.3815,0.0,0.09453397398661814,0.10033526738795362,20.3281335466409,21.575615928184362,28.344304952262704,9.553781643711282,4.035586190992073,0.4049116195403229,3,3,0,0,0,3,
1512,Kepler-1765 b,Kepler-1765,b,0.0917,,0.0,,2.495,,,0.0213,,0.223,,,6.78,,1.06,0.31,1.4380533304799508,1.2338148477261057,1.4380533304799508,0.6454719532820038,0.7979538028013546,0.6454719532820038,1704,-1,-1,-1,mcq13,764.456,13.423,0.95,0.12,15.04,0.046,13.127,0.027,18.881,0.01,1.9129999999999985,0.05333854141237835,5692.0,-0.136,,11.9,3.2,13.129554794534958,5.893212233129455,0.04,0.3,,0.0917,0.0,0.08797628240678014,0.10077284155291623,18.917998919152378,21.669709783407026,28.590350320926113,9.697449927850437,1.0423263803760465,0.10503819117606003,2,2,0,0,0,2,
1513,Kepler-1779 b,Kepler-1779,b,0.1264,,0.0,,3.033,,,0.0297,,0.271,,,9.44,,1.06,0.16,0.9826287884844002,0.9362859011123549,0.9826287884844002,0.45306947365506195,0.6151583443951757,0.45306947365506195,1969,-1,-1,-1,mcq13,908.501,25.537,1.01,0.06,15.132,0.217,13.251,0.04,12.666,0.094,1.8810000000000002,0.2206558406206371,5730.0,-0.05,,0.6,4.0,12.889913412302882,5.9424981245758755,0.16,0.15,,0.1264,0.0,0.08088136757283895,0.10352816173151472,17.392342373000872,22.26220065406727,28.87812110579838,10.06214376520938,1.5627826753320975,0.16179201756299064,2,3,0,0,0,2,
1514,Kepler-1873 b,Kepler-1873,b,0.0128,,0.0,,1.626,,,0.0103,,0.145,,,3.28,,0.79,0.11,1.7121128078716812,1.6689079217825848,1.7121128078716812,0.874120804681837,0.9832710984083882,0.874120804681837,2735,-1,-1,-1,mcq13,820.957,26.2335,0.9,0.09,15.889,0.058,13.569,0.041,28.414,0.074,2.3199999999999985,0.07102816342831905,5151.0,-0.41,,1.0,3.9,16.595869074375596,8.472926329747125,0.21,0.3,,0.0128,0.0,0.09143086668274847,0.11424555487996824,19.660856196261562,24.566817608226604,28.458532472963554,10.979569108455602,0.13999648548027113,0.015993976164938993,2,2,0,0,0,2,
1515,Kepler-1321 c,Kepler-1321,c,0.0267,,0.0,,2.4,0.3,0.3,0.02,,0.214,0.3,0.3,6.35,,0.53,0.06,1.1800828995363795,1.0159363909822006,1.1800828995363795,0.8534814887341952,0.37411295887325785,0.8534814887341952,2715,-1,-1,-1,mcq13,769.146,40.593,0.54,0.07,17.5054,0.0466,13.884,0.054,41.425,0.25,3.6214000000000013,0.07132713368697778,4094.0,-0.862,,4.17,5.69,35.10346604994843,25.387297287131258,-0.45,0.279,,0.0267,0.0,0.08421843593274231,0.16074403246491858,18.109929589676945,34.56562779466986,28.739751027682253,15.707271767859602,0.3170327221621984,0.05096111818368194,2,2,0,0,0,2,
1516,Kepler-1812 b,Kepler-1812,b,0.0765,,0.0,,2.325,,,0.0189,,0.207,,,6.01,,1.1,0.36,0.8497180961783338,1.0968288554573764,0.8497180961783338,0.402020736801641,0.9238474686964793,0.402020736801641,2241,-1,-1,-1,mcq13,1409.19,59.26,1.16,0.16,15.631,0.149,13.719,0.04,11.15,1.391,1.9120000000000008,0.15427572718998928,6174.0,0.28,,1.0,2.0,13.121998990192042,5.988600350366737,0.1,0.3,,0.0765,0.0,0.07832723186754523,0.10623433876501631,16.843113249079725,22.84412401789053,28.987940538172772,10.364366405590058,0.9766718186768664,0.10375608484756281,2,2,0,0,0,2,
1524,Kepler-1826 b,Kepler-1826,b,0.0213,,0.0,,1.475,,,0.00874,,0.132,,,2.78,,0.49,0.05,0.7356198234913018,0.7520079365818779,0.7356198234913018,0.6047913160617178,0.23324343378709053,0.6047913160617178,2329,-1,-1,-1,mcq13,336.952,3.1575,0.49,0.04,16.83,0.2,12.674,0.027,35.128,0.059,4.155999999999999,0.20181427105138033,3821.0,-1.122,0.11,13.8,3.5,47.75292736576907,39.26008326522619,-0.28,0.15,,0.0213,0.0,0.07587277421289416,0.1826182015940286,16.315318416341764,39.26934448536248,29.096901849493626,18.07760623245738,0.28073311172507753,0.051266975991129164,1,1,0,0,0,1,
1525,Kepler-1830 b,Kepler-1830,b,0.3259,,0.0,,3.33,,,0.0348,,0.297,,,11.1,,2.05,0.53,0.6172954010579702,,0.6172954010579702,0.23070774977838787,,0.23070774977838787,2358,-1,-1,-1,mcq13,1056.88,19.185,1.44,0.19,13.605,0.08,12.264,0.023,5.831,0.025,1.341000000000001,0.08324061508662703,6160.0,0.631,,0.32,0.86,9.44604477857176,3.530128898502637,0.24,0.15,,0.3259,0.0,0.07299107357067192,0.08507561917896941,15.695651295346439,18.29425417446288,29.229420915348626,8.256217165166014,4.464929532574348,0.37985664457422913,3,3,0,0,0,3,
1526,Kepler-1840 b,Kepler-1840,b,0.4644,,0.0,,2.778,,,0.0256,,0.248,,,8.13,,0.8,0.06,2.045828234121426,1.6118334633466194,2.045828234121426,,0.7657660087700746,,2469,-1,-1,-1,mcq13,513.107,6.7205,0.77,0.05,15.192,0.15,12.731,,36.823,0.607,2.4610000000000003,,4898.0,-0.587,,14.0,3.8,17.999067265690325,,0.14,0.15,,0.4644,0.0,0.09509743433952306,,20.449297365520554,,28.32396645521105,,4.883412504505315,,2,3,1,0,100,2,
1535,HD 25723 b,HD 25723,b,1.49,0.05,0.04,0.05,13.3,,,2.5,0.17,1.18,,,794.57102,54.03083,13.76,0.56,10.001055688983875,,10.001055688983875,6.862435741427585,,6.862435741427585,-1,-1,-1,-1,nasa,114.816,1.357,2.12,0.55,5.60075,0.023,3.044,0.272,190.21,73.17,2.5567499999999996,0.27297069439776867,4766.0,1.944,0.029,0.95,0.59,19.01899218594649,10.80660501092409,-0.03,0.1,K1 III,1.4304,0.08862420662550385,0.1350016295015773,0.15936507245239342,29.03010460462263,34.26910283006764,27.1247990361292,14.066088504533093,10.595427664695617,1.811662455793034,3,3,0,0,0,3,
1536,CD Cet b,CD Cet,b,0.0185,0.0013,,,1.82,,,0.01243,0.00135,0.162,,,3.95,0.43,0.17,0.01,0.8546914410257255,1.0072177134835827,0.8546914410257255,,,,-1,-1,-1,-1,nasa,8.60715,0.00658,0.16,0.01,13.95,0.2,7.833,0.024,126.2,,6.116999999999999,0.20143485299222677,3130.0,-2.533,0.008,3.0,2.0,147.65562627905325,172.16009699495447,0.13,0.16,M5.0 V,0.0185,0.0013,0.07842822632292103,,16.86483061363948,,28.983530529881122,,0.2358844623596095,,2,2,0,0,0,2,
1537,17 Sco b,17 Sco,b,1.45,0.02,0.06,0.03,12.9,,,4.32,0.15,1.15,,,1373.01872,47.67426,25.92,0.78,12.440196442218094,36.01125346015415,12.440196442218094,8.86455838889248,33.0567309215424,8.86455838889248,-1,-1,-1,-1,nasa,124.953,2.59,1.22,0.14,5.22606,0.023,2.094,0.244,329.49,92.4,3.1320600000000005,0.24508161905781511,4157.0,2.254,0.026,5.13,2.12,26.48591616140523,17.35016678257278,-0.01,0.1,K3 III,1.363,0.04738871173602422,0.14166636224204168,0.1672102918556461,30.46325685124254,35.95610128159358,26.959879412742954,14.518763648409207,9.621197145383526,1.6431723680641261,3,3,0,0,0,3,
1538,Kepler-1852 b,Kepler-1852,b,0.0762,,0.0,,1.886,,,0.0133,,0.168,,,4.22,,0.83,0.12,1.7083569291654432,1.754727221814601,1.7083569291654432,0.8768649392037009,1.0710330440809177,0.8768649392037009,2532,-1,-1,-1,mcq13,772.481,15.693,0.93,0.09,15.726,0.149,13.427,0.035,28.011,0.029,2.2990000000000013,0.15305554547287725,5237.0,-0.432,,8.6,3.8,16.396456455785135,8.415951198862972,0.24,0.3,,0.0762,0.0,0.0913865423107719,0.11483907084096287,19.651324895344942,24.694444441293726,28.460192019885103,11.038895954478756,0.8338208019827682,0.09575520614756759,2,2,0,0,0,2,
1539,K2-264 c,K2-264,c,0.11283,0.00097,0.45,,2.668,0.201,0.201,0.0239,,0.238,0.201,0.201,7.6,,0.47,0.01,0.37744438970860317,0.48848695953950244,0.37744438970860317,0.33132472371686567,0.1454002382574681,0.33132472371686567,-1,-1,-1,-1,nasa,185.605,2.122,0.5,0.01,16.701,0.0462,12.183,0.02,22.2,0.6,4.518000000000001,0.0503432219866786,3660.0,-1.481,0.016,,,58.8166114143039,51.60537321275458,-0.013,0.18,M2.5 V,0.06205650000000001,0.0005335000000000001,0.06547839486941899,0.1951822791812561,14.080160805613167,41.97106362730475,29.601154631877133,19.63655088880174,0.9477400923427776,0.1851614218309879,2,3,0,0,0,2,
1540,V830 Tau b,V830 Tau,b,0.057,0.001,0.0,,14.0,,,0.7,0.12,1.25,,,222.481,38.1396,2.0,0.2,0.07010525330121468,0.19849545306054722,0.07010525330121468,,,,-1,-1,-1,-1,nasa,130.111,0.6975,1.0,0.05,12.23,0.114,8.422,0.021,2.74,,3.808,0.11591807451816995,4250.0,0.08,0.1,0.002,,39.084089579240214,29.581399260556086,-0.08,0.06,,0.057,0.001,0.045151336705797185,,9.70912745606908,,30.873272828113766,,1.2624210966644873,,3,3,0,0,0,3,
