pl_name,pl_letter,hostname,hd_name,hip_name,tic_id,gaia_id,sy_snum,sy_pnum,sy_mnum,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmax.1,pl_rade,pl_radeerr1,pl_radeerr2,pl_rade.1,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_radj.1,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccen.1,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,st_spectype,st_age,st_ageerr1,st_ageerr2,st_met,st_meterr1,st_meterr2,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_teff,st_tefferr1,st_tefferr2,st_teff.1,st_rad,st_raderr1,st_raderr2,st_rad.1,st_mass,st_masserr1,st_masserr2,st_mass.1,st_vsin,st_vsinerr1,st_vsinerr2,st_vsin.1,st_rotp,st_rotperr1,st_rotperr2,st_rotp.1,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_snum.1,sy_pnum.1,sy_mnum.1,KIC,koi_name,kepler_name,KOI,TIC,GAIA
Kepler-1798 b,b,Kepler-1798,,,TIC 137315414,Gaia DR2 2051797274209237376,1,1,0,0,0,0,1,0,0,0,0,0,0,0.1082,,,0.1082,2.309,,,2.309,5.94,,,0.206,,,0.206,0.0187,,,M-R relationship,0.0,,,0.0,16.85589981,,,89.96,,,,13.9,3.5,-3.5,0.06,0.15,-0.15,[Fe/H],-0.957,,,3967.0,79.0,-79.0,3967.0,0.59,0.03,-0.04,0.59,0.59,0.03,-0.03,0.59,,,,,,,,,395.196,6.0225,-6.0225,16.391,0.149,-0.149,12.776,0.028,-0.028,1,1,0,2161536,K02130.01,Kepler-1798 b,2130,137315414,2.0517972742092375e+18
Kepler-1509 b,b,Kepler-1509,,,TIC 164558338,Gaia DR2 2107557464516077184,1,1,0,0,0,0,1,0,0,0,0,0,0,0.1707,,,0.1707,1.85,0.37,-0.16,1.85,4.08,,,0.165,0.033,-0.014,0.165,0.0128,,,M-R relationship,0.0,,,0.0,25.4338197,0.0003114,-0.0003114,89.55,,,,3.98,3.3,-2.28,0.03,0.138,-0.162,[Fe/H],0.399,,,5780.0,69.62,-80.25,5780.0,0.99,0.16,-0.08,0.99,1.0,0.05,-0.05,1.0,,,,,,,,,2002.96,104.43,-94.76,15.455,0.343,-0.343,13.887,0.066,-0.066,1,1,0,9995771,K03470.02,Kepler-1509 b,3470,164558338,2.107557464516077e+18
Kepler-749 b,b,Kepler-749,,,TIC 269263934,Gaia DR2 2076090506891080704,1,1,0,0,0,0,1,0,0,0,0,0,0,0.1054,,,0.1054,3.1,0.23,-0.26,3.1,9.8,,,0.277,0.021,-0.023,0.277,0.0308,,,M-R relationship,0.0,,,0.0,17.31716585,4.602e-05,-4.602e-05,88.8,,,,4.57,5.92,-2.81,-0.11,0.167,-0.19,[Fe/H],-0.494,,,5009.0,218.03,-165.4,5009.0,0.75,0.06,-0.06,0.75,0.79,0.06,-0.05,0.79,,,,,,,,,721.027,23.3115,-23.3115,16.153,0.217,-0.217,13.515,0.03,-0.03,1,1,0,8125580,K01014.01,Kepler-749 b,1014,269263934,2.0760905068910807e+18
Kepler-692 b,b,Kepler-692,,,TIC 138728891,Gaia DR2 2076495402046502016,1,1,0,0,0,0,1,0,0,0,0,0,0,0.1495,,,0.1495,3.11,0.37,-0.23,3.11,9.85,,,0.277,0.033,-0.021,0.277,0.031,,,M-R relationship,0.0,,,0.0,21.81293494,7.14e-05,-7.14e-05,89.92,,,,4.68,6.0,-2.94,-0.01,0.14,-0.172,[Fe/H],-0.233,,,5440.0,157.76,-162.0,5440.0,0.86,0.1,-0.06,0.86,0.9,0.05,-0.05,0.9,,,,,,,,,991.336,34.354,-32.163,15.676,0.126,-0.126,13.702,0.049,-0.049,1,1,0,5021899,K00821.01,Kepler-692 b,821,138728891,2.076495402046502e+18
Kepler-495 c,c,Kepler-495,,,TIC 120692092,Gaia DR2 2100073393808483328,1,2,0,0,0,0,1,0,0,0,0,0,0,0.0614,,,0.0614,1.219,,,1.219,1.98,,,0.109,,,0.109,0.00622,,,M-R relationship,0.0,,,0.0,5.89660978,,,89.84,,,,0.6,3.9,-3.9,0.18,0.15,-0.1,[Fe/H],-0.237,,,5392.0,80.0,-72.0,5392.0,1.09,0.22,-0.18,1.09,0.89,0.06,-0.04,0.89,,,,,,,,,658.924,8.899,-8.67,14.942,0.092,-0.092,12.81,0.024,-0.024,1,2,0,3937519,K00221.02,Kepler-495 c,221,120692092,2.1000733938084833e+18
Kepler-1951 b,b,Kepler-1951,,,TIC 122446866,Gaia DR2 2101129032350251904,1,1,0,0,0,0,1,0,0,0,0,0,0,0.1435,,,0.1435,2.321,,,2.321,6.0,,,0.207,,,0.207,0.0189,,,M-R relationship,0.0,,,0.0,20.65780067,,,89.39,,,,,,,0.14,0.15,-0.1,[Fe/H],0.501,,,5468.0,81.0,-65.0,5468.0,1.31,0.23,-0.31,1.31,0.92,0.07,-0.04,0.92,,,,,,,,,1277.32,27.41,-26.3,14.367,0.172,-0.172,12.389,0.024,-0.024,1,1,0,5095082,K04320.01,Kepler-1951 b,4320,122446866,2.101129032350252e+18
Kepler-1372 b,b,Kepler-1372,,,TIC 158843824,Gaia DR2 2127136605512921600,1,1,0,0,0,0,1,0,0,0,0,0,0,0.024,,,0.024,1.27,0.44,-0.13,1.27,2.15,,,0.113,0.039,-0.012,0.113,0.00678,,,M-R relationship,0.0,,,0.0,1.31155557,5.54e-06,-5.54e-06,87.6,,,,5.01,4.24,-3.22,0.05,0.126,-0.163,[Fe/H],0.012,,,5677.0,76.2,-103.14,5677.0,0.97,0.26,-0.08,0.97,0.98,0.05,-0.05,0.98,,,,,,,,,1303.22,54.57,-50.43,15.667,0.126,-0.126,13.718,0.043,-0.043,1,1,0,8681833,K02865.01,Kepler-1372 b,2865,158843824,2.1271366055129216e+18
Kepler-1193 b,b,Kepler-1193,,,TIC 298897851,Gaia DR2 2133404474624835840,1,1,0,0,0,0,1,0,0,0,0,0,0,0.0403,,,0.0403,1.32,0.21,-0.17,1.32,2.3,,,0.118,0.019,-0.015,0.118,0.00724,,,M-R relationship,0.0,,,0.0,2.83265213,9.03e-06,-9.03e-06,87.57,,,,5.01,1.56,-2.21,0.12,0.074,-0.076,[Fe/H],0.351,0.015,-0.022,5908.0,75.02,-61.06,5908.0,1.21,0.19,-0.15,1.21,1.08,0.06,-0.04,1.08,,,,,,,,,802.116,10.764,-10.487,13.577,0.114,-0.114,12.065,0.026,-0.026,1,1,0,12401863,K02331.01,Kepler-1193 b,2331,298897851,2.1334044746248358e+18
Kepler-268 c,c,Kepler-268,,,TIC 137348987,Gaia DR2 2051908157384215296,1,2,0,0,0,0,1,0,0,0,0,0,0,0.391,,,0.391,3.38,0.69,-0.69,3.38,11.4,,,0.302,0.062,-0.062,0.302,0.0357,,,M-R relationship,0.0,,,0.0,83.446393,0.000761,-0.000761,89.97,,,,1.71,0.86,-0.86,0.001,0.013,-0.013,[M/H],0.318,,,6081.0,100.0,-100.0,6081.0,1.27,0.23,-0.23,1.27,1.13,0.05,-0.04,1.13,,,,,,,,,851.87,11.63,-11.63,13.844,0.114,-0.114,12.382,0.026,-0.026,1,2,0,2854914,K01113.02,Kepler-268 c,1113,137348987,2.0519081573842153e+18
Kepler-389 b,b,Kepler-389,,,TIC 63074796,Gaia DR2 2126597569938248064,1,2,0,0,0,0,1,0,0,0,0,0,0,0.041,,,0.041,1.51,0.77,-0.77,1.51,2.89,,,0.135,0.069,-0.069,0.135,0.00909,,,M-R relationship,0.0,,,0.0,3.244107,3e-05,-3e-05,84.86,,,,4.68,6.26,-2.85,0.16,0.15,-0.15,[Fe/H],-0.516,,,5376.0,250.0,-250.0,5376.0,0.79,0.4,-0.4,0.79,0.81,0.06,-0.03,0.81,,,,,,,,,816.559,22.3,-21.163,15.769,0.218,-0.218,13.896,0.062,-0.062,1,2,0,8753896,K02473.01,Kepler-389 b,2473,63074796,2.1265975699382482e+18
Kepler-84 f,f,Kepler-84,,,TIC 170646917,Gaia DR2 2073776859551124992,1,5,0,0,0,0,1,0,0,0,0,0,0,0.25,,,0.25,2.2,0.43,-0.43,2.2,5.48,,,0.196,0.038,-0.038,0.196,0.0172,,,M-R relationship,0.0,,,0.0,44.552169,0.000812,-0.000812,89.07,,,,3.98,1.83,-1.91,-0.07,0.107,-0.114,[Fe/H],0.212,,,6031.0,143.0,-143.0,6031.0,1.17,0.22,-0.22,1.17,1.06,0.06,-0.06,1.06,,,,,,,,,1023.9,,,14.92,0.092,-0.092,13.193,0.026,-0.026,1,5,0,5301750,K01589.05,Kepler-84 f,1589,170646917,2.073776859551125e+18
Kepler-205 c,c,Kepler-205,,,TIC 399822422,Gaia DR2 2104076204545773440,1,2,0,0,0,0,1,0,0,0,0,0,0,0.122,,,0.122,1.64,0.12,-0.12,1.64,3.33,,,0.146,0.011,-0.011,0.146,0.0105,,,M-R relationship,0.0,,,0.0,20.306546,3.8e-05,-3.8e-05,89.0,,,M1 V,3.16,4.6,-1.6,-0.125,0.015,-0.015,[M/H],-0.956,0.022,-0.027,4321.0,100.0,-100.0,4321.0,0.55,0.02,-0.02,0.55,0.59,0.01,-0.01,0.59,,,,,,,,,159.72,0.348,-0.347,13.779,0.069,-0.069,10.833,0.021,-0.021,1,2,0,6425957,K00663.02,Kepler-205 c,663,399822422,2.1040762045457736e+18
Kepler-1584 b,b,Kepler-1584,,,TIC 158556108,Gaia DR2 2102976383681783552,1,1,0,0,0,0,1,0,0,0,0,0,0,0.1168,,,0.1168,1.61,0.4,-0.21,1.61,3.22,,,0.144,0.036,-0.019,0.144,0.0101,,,M-R relationship,0.0,,,0.0,13.3997099,0.000157,-0.000157,89.21,,,,3.31,1.6,-1.6,0.0,0.14,-0.196,[Fe/H],0.252,,,6069.0,86.35,-93.46,6069.0,1.13,0.28,-0.12,1.13,1.1,0.09,-0.07,1.1,,,,,,,,,1416.31,38.57,-36.62,15.105,0.08,-0.08,13.524,0.037,-0.037,1,1,0,7596240,K04295.01,Kepler-1584 b,4295,158556108,2.1029763836817836e+18
Kepler-1507 b,b,Kepler-1507,,,TIC 158786851,Gaia DR2 2130389785541178752,1,1,0,0,0,0,1,0,0,0,0,0,0,0.1234,,,0.1234,0.84,0.09,-0.09,0.84,0.52,,,0.075,0.008,-0.008,0.075,0.00164,,,M-R relationship,0.0,,,0.0,16.0506213,0.0001447,-0.0001447,89.8,,,,4.57,6.44,-2.85,-0.03,0.15,-0.173,[Fe/H],-0.324,0.011,-0.013,5410.0,63.43,-70.14,5410.0,0.85,0.09,-0.06,0.85,0.89,0.04,-0.05,0.89,,,,,,,,,320.478,1.484,-1.469,13.267,0.08,-0.08,11.386,0.014,-0.014,1,1,0,9763612,K03465.01,Kepler-1507 b,3465,158786851,2.130389785541179e+18
Kepler-838 b,b,Kepler-838,,,TIC 351909828,Gaia DR2 2106520040936657536,1,1,0,0,0,0,1,0,0,0,0,0,0,0.1266,,,0.1266,2.73,0.51,-0.25,2.73,7.9,,,0.244,0.045,-0.022,0.244,0.0249,,,M-R relationship,0.0,,,0.0,15.74957994,4.687e-05,-4.687e-05,88.24,,,,4.17,3.4,-2.44,-0.06,0.152,-0.191,[Fe/H],-0.099,,,5770.0,68.34,-66.67,5770.0,0.96,0.13,-0.08,0.96,0.98,0.05,-0.06,0.98,,,,,,,,,1104.04,27.28,-26.03,15.424,0.16,-0.16,13.761,0.048,-0.048,1,1,0,9391506,K01410.01,Kepler-838 b,1410,351909828,2.1065200409366574e+18
Kepler-1368 b,b,Kepler-1368,,,TIC 378159769,Gaia DR2 2077479121354236160,1,1,0,0,0,0,1,0,0,0,0,0,0,0.0153,,,0.0153,1.65,0.35,-0.17,1.65,3.36,,,0.147,0.031,-0.015,0.147,0.0106,,,M-R relationship,0.0,,,0.0,0.67564949,2.55e-06,-2.55e-06,89.41,,,,3.47,2.21,-1.8,0.1,0.148,-0.139,[Fe/H],0.051,,,5906.0,120.57,-160.03,5906.0,1.08,0.22,-0.11,1.08,1.07,0.08,-0.06,1.07,,,,,,,,,1635.82,139.99,-119.86,15.914,1.133,-1.133,14.388,0.084,-0.084,1,1,0,6294819,K02852.01,Kepler-1368 b,2852,378159769,2.0774791213542362e+18
Kepler-924 b,b,Kepler-924,,,TIC 122596334,Gaia DR2 2101136385334437632,1,1,0,0,0,0,1,0,0,0,0,0,0,0.3359,,,0.3359,3.07,1.11,-0.61,3.07,9.64,,,0.274,0.099,-0.054,0.274,0.0303,,,M-R relationship,0.0,,,0.0,61.0370117,0.0003366,-0.0003366,89.93,,,,3.09,1.37,-1.32,0.01,0.124,-0.182,[Fe/H],0.314,,,6167.0,124.02,-161.28,6167.0,1.23,0.45,-0.18,1.23,1.14,0.15,-0.09,1.14,,,,,,,,,1053.04,22.09,-21.21,14.293,0.103,-0.103,12.745,0.027,-0.027,1,1,0,5183357,K01669.01,Kepler-924 b,1669,122596334,2.1011363853344376e+18
Kepler-702 b,b,Kepler-702,,,TIC 138430864,Gaia DR2 2077424210192781440,1,1,0,0,0,0,1,0,0,0,0,0,0,0.088,,,0.088,9.17,0.84,-0.58,9.17,61.8,,,0.818,0.075,-0.052,0.818,0.194,,,M-R relationship,0.0,,,0.0,10.52629406,1.9e-06,-1.9e-06,88.69,,,,4.47,5.65,-2.78,0.0,0.143,-0.161,[Fe/H],-0.159,,,5419.0,122.25,-143.8,5419.0,0.86,0.08,-0.05,0.86,0.9,0.05,-0.05,0.9,,,,,,,,,992.071,29.1865,-29.1865,15.437,0.103,-0.103,13.492,0.041,-0.041,1,1,0,6291653,K00850.01,Kepler-702 b,850,138430864,2.0774242101927813e+18
Kepler-1542 c,c,Kepler-1542,,,TIC 279915941,Gaia DR2 2105526799680172032,1,4,0,0,0,0,1,0,0,0,0,0,0,0.0389,,,0.0389,0.65,0.09,-0.06,0.65,0.208,,,0.058,0.008,-0.005,0.058,0.00065,,,M-R relationship,0.0,,,0.0,2.89223021,1.472e-05,-1.472e-05,89.89,,,,8.51,3.29,-5.27,0.06,0.084,-0.078,[Fe/H],0.07,0.016,-0.013,5564.0,63.25,-63.29,5564.0,0.99,0.13,-0.09,0.99,0.94,0.03,-0.03,0.94,,,,,,,,,399.114,3.956,-3.88,12.734,0.092,-0.092,10.989,0.019,-0.019,1,4,0,7100673,K04032.02,Kepler-1542 c,4032,279915941,2.105526799680172e+18
Kepler-1058 b,b,Kepler-1058,,,TIC 271164394,Gaia DR2 2080054761700390272,1,1,0,0,0,0,1,0,0,0,0,0,0,0.3679,,,0.3679,2.72,0.11,-0.32,2.72,7.85,,,0.243,0.01,-0.029,0.243,0.0247,,,M-R relationship,0.0,,,0.0,110.96546,0.001146,-0.001146,89.14,,,,3.39,6.07,-1.79,-0.06,0.178,-0.171,[Fe/H],-0.316,0.085,-0.105,4644.0,89.85,-112.73,4644.0,0.69,0.03,-0.04,0.69,0.73,0.04,-0.05,0.73,,,,,,,,,491.997,,,15.869,0.103,-0.103,13.005,0.028,-0.028,1,1,0,9349482,K02020.01,Kepler-1058 b,2020,271164394,2.0800547617003904e+18
Kepler-1877 b,b,Kepler-1877,,,TIC 271355270,Gaia DR2 2128517003703948032,1,1,0,0,0,0,1,0,0,0,0,0,0,0.0351,,,0.0351,0.624,,,0.624,0.179,,,0.056,,,0.056,0.00056,,,M-R relationship,0.0,,,0.0,2.37756991,,,88.09,,,,0.4,3.8,-3.8,0.24,0.15,-0.15,[Fe/H],-0.077,0.014,-0.012,5615.0,101.0,-123.0,5615.0,0.94,0.13,-0.05,0.94,1.02,0.04,-0.07,1.02,,,,,,,,,285.312,1.865,-1.841,12.29,0.046,-0.046,10.642,0.018,-0.018,1,1,0,9898447,K02803.01,Kepler-1877 b,2803,271355270,2.128517003703948e+18
Kepler-331 c,c,Kepler-331,,,TIC 351063265,Gaia DR2 2052794982231985664,1,3,0,0,0,0,1,0,0,0,0,0,0,0.105,,,0.105,1.84,0.19,-0.19,1.84,4.04,,,0.164,0.017,-0.017,0.164,0.0127,,,M-R relationship,0.0,,,0.0,17.28111,6.4e-05,-6.4e-05,89.75,,,,1.2,3.8,-3.8,0.118,0.014,-0.014,[M/H],-0.784,,,4347.0,200.0,-200.0,4347.0,0.49,0.05,-0.05,0.49,0.65,0.01,-0.01,0.65,,,,,,,,,580.119,12.249,-12.249,16.199,0.149,-0.149,13.343,0.035,-0.035,1,3,0,4263293,K01895.02,Kepler-331 c,1895,351063265,2.0527949822319857e+18
Kepler-543 b,b,Kepler-543,,,TIC 121123361,Gaia DR2 2099620777272914944,1,1,0,0,0,0,1,0,0,0,0,0,0,0.098,,,0.098,2.5,0.12,-0.26,2.5,6.8,,,0.223,0.011,-0.023,0.223,0.0214,,,M-R relationship,0.0,,,0.0,13.89961966,1.102e-05,-1.102e-05,87.8,,,,5.75,6.3,-4.27,-0.19,0.148,-0.109,[Fe/H],-0.643,0.024,-0.028,4671.0,85.64,-76.72,4671.0,0.67,0.03,-0.03,0.67,0.7,0.05,-0.04,0.7,,,,,,,,,221.802,1.036,-1.027,13.598,0.103,-0.103,11.089,0.02,-0.02,1,1,0,3733628,K00387.01,Kepler-543 b,387,121123361,2.099620777272915e+18
Kepler-391 b,b,Kepler-391,,,TIC 290032428,Gaia DR2 2133196151531241216,1,2,0,0,0,0,1,0,0,0,0,0,0,0.082,,,0.082,3.2,0.78,-0.78,3.2,10.3,,,0.285,0.07,-0.07,0.285,0.0325,,,M-R relationship,0.0,,,0.0,7.416755,0.000129,-0.000129,77.56,,,,5.7,1.3,-1.3,-0.07,0.011,-0.013,[Fe/H],0.623,0.015,-0.016,4940.0,100.0,-100.0,4940.0,3.57,0.85,-0.85,3.57,1.03,0.12,-0.06,1.03,,,,,,,,,869.236,12.7595,-12.7595,13.177,0.08,-0.08,10.97,0.025,-0.025,1,2,0,12306058,K02541.01,Kepler-391 b,2541,290032428,2.1331961515312412e+18
Kepler-698 b,b,Kepler-698,,,TIC 121729607,Gaia DR2 2102170235500805376,1,1,0,0,0,0,1,0,0,0,0,0,0,0.1255,,,0.1255,3.68,0.45,-0.45,3.68,13.1,,,0.328,0.04,-0.04,0.328,0.0413,,,M-R relationship,0.0,,,0.0,16.32976218,3.512e-05,-3.512e-05,86.59,,,,4.27,4.42,-2.6,-0.03,0.142,-0.181,[Fe/H],0.388,,,5612.0,128.36,-116.05,5612.0,0.91,0.11,-0.07,0.91,0.94,0.05,-0.06,0.94,,,,,,,,,1995.57,107.0,-96.84,15.716,0.217,-0.217,13.799,0.05,-0.05,1,1,0,6032497,K00845.01,Kepler-698 b,845,121729607,2.1021702355008054e+18
Kepler-186 c,c,Kepler-186,,,TIC 268159861,Gaia DR2 2079000330051813504,1,5,0,0,0,0,1,0,0,0,0,0,0,0.0451,0.007,-0.007,0.0451,1.25,0.14,-0.14,1.25,2.1,,,0.112,0.012,-0.012,0.112,0.0066,,,M-R relationship,0.0,,,0.0,7.267302,1.2e-05,-1.1e-05,89.9,,,M1,4.0,,,-0.28,0.1,-0.1,[M/H],-1.385,0.086,-0.107,3788.0,54.0,-54.0,3788.0,0.47,0.05,-0.05,0.47,0.48,0.06,-0.06,0.48,,,,,,,,,177.594,0.774,-0.774,15.138,0.08,-0.08,11.605,0.018,-0.018,1,5,0,8120608,K00571.01,Kepler-186 c,571,268159861,2.0790003300518134e+18
Kepler-1096 b,b,Kepler-1096,,,TIC 271255413,Gaia DR2 2080058266393766656,1,1,0,0,0,0,1,0,0,0,0,0,0,0.034,,,0.034,1.24,0.37,-0.08,1.24,2.07,,,0.111,0.033,-0.007,0.111,0.00651,,,M-R relationship,0.0,,,0.0,2.89221751,6e-06,-6e-06,85.46,,,,3.8,5.3,-2.16,-0.1,0.132,-0.098,[Fe/H],-0.84,,,4306.0,53.07,-39.79,4306.0,0.63,0.02,-0.03,0.63,0.66,0.03,-0.03,0.66,,,,,,,,,377.976,4.1455,-4.1455,15.438,0.114,-0.114,12.384,0.023,-0.023,1,1,0,9411412,K02101.01,Kepler-1096 b,2101,271255413,2.0800582663937667e+18
Kepler-339 b,b,Kepler-339,,,TIC 26817284,Gaia DR2 2128911251641171200,1,3,0,0,0,0,1,0,0,0,0,0,0,0.055,,,0.055,1.42,0.66,-0.66,1.42,2.6,,,0.127,0.059,-0.059,0.127,0.00819,,,M-R relationship,0.0,,,0.0,4.977656,1.9e-05,-1.9e-05,87.96,,,,4.37,5.32,-2.67,0.033,0.034,-0.034,[M/H],-0.313,,,5631.0,200.0,-200.0,5631.0,0.8,0.36,-0.36,0.8,0.93,0.04,-0.04,0.93,,,,,,,,,616.637,9.3395,-9.3395,14.706,0.149,-0.149,12.874,0.031,-0.031,1,3,0,10978763,K01931.01,Kepler-339 b,1931,26817284,2.1289112516411712e+18
Kepler-409 b,b,Kepler-409,,,TIC 270619260,Gaia DR2 2128215909315876352,1,1,0,0,0,0,1,0,0,0,0,0,0,0.3192,0.006,-0.006,0.3192,1.199,0.043,-0.043,1.199,6.0,,,0.107,0.004,-0.004,0.107,0.01888,,,Mass,0.69,,,0.69,68.9583216,3.9e-06,-3.9e-06,86.3,0.13,-0.13,,5.8,4.5,-3.6,0.05,0.07,-0.07,[Fe/H],-0.202,0.008,-0.01,5421.0,64.0,-64.0,5421.0,0.9,0.01,-0.01,0.9,0.91,0.05,-0.05,0.91,2.0,,,2.0,,,,,68.173,0.0996,-0.0993,9.636,0.004,-0.004,7.768,0.023,-0.023,1,1,0,9955598,K01925.01,Kepler-409 b,1925,270619260,2.1282159093158764e+18
Kepler-303 c,c,Kepler-303,,,TIC 164460208,Gaia DR2 2105113765565227648,1,2,0,0,0,0,1,0,0,0,0,0,0,0.057,,,0.057,1.14,0.09,-0.09,1.14,1.55,,,0.102,0.008,-0.008,0.102,0.00489,,,M-R relationship,0.0,,,0.0,7.061149,1.9e-05,-1.9e-05,88.38,,,M0 V,3.31,5.08,-1.79,-0.414,0.015,-0.015,[M/H],-1.066,0.052,-0.059,3944.0,150.0,-150.0,3944.0,0.49,0.03,-0.03,0.49,0.58,0.02,-0.02,0.58,,,,,,,,,209.738,0.9345,-0.9345,14.917,0.183,-0.183,11.596,0.019,-0.019,1,2,0,7871954,K01515.02,Kepler-303 c,1515,164460208,2.1051137655652275e+18
Kepler-273 b,b,Kepler-273,,,TIC 159726559,Gaia DR2 2129193070214982016,1,2,0,0,0,0,1,0,0,0,0,0,0,0.037,,,0.037,1.5,0.86,-0.86,1.5,2.86,,,0.134,0.077,-0.077,0.134,0.00899,,,M-R relationship,0.0,,,0.0,2.936532,9e-06,-9e-06,87.29,,,,5.1,3.6,-3.6,0.14,0.15,-0.15,[Fe/H],-0.341,,,5626.0,200.0,-200.0,5626.0,0.82,0.46,-0.46,0.82,0.94,0.04,-0.05,0.94,,,,,,,,,713.964,11.293,-10.952,15.1,0.103,-0.103,13.217,0.027,-0.027,1,2,0,10468940,K01163.01,Kepler-273 b,1163,159726559,2.1291930702149821e+18
Kepler-1805 b,b,Kepler-1805,,,TIC 120422519,Gaia DR2 2103822075621468672,1,1,0,0,0,0,1,0,0,0,0,0,0,0.0699,,,0.0699,1.545,,,1.545,3.0,,,0.138,,,0.138,0.00945,,,M-R relationship,0.0,,,0.0,8.84794044,,,89.92,,,,13.8,3.4,-3.4,0.1,0.15,-0.15,[Fe/H],-1.177,0.088,-0.111,3867.0,77.0,-84.0,3867.0,0.55,0.03,-0.03,0.55,0.58,0.03,-0.04,0.58,,,,,,,,,221.639,1.2465,-1.2465,15.536,0.08,-0.08,11.811,0.02,-0.02,1,1,0,5601258,K02191.01,Kepler-1805 b,2191,120422519,2.1038220756214687e+18
Kepler-152 c,c,Kepler-152,,,TIC 158387462,Gaia DR2 2105435544515167232,1,2,0,0,0,0,1,0,0,0,0,0,0,0.356,,,0.356,2.39,0.16,-0.16,2.39,6.3,,,0.213,0.014,-0.014,0.213,0.0198,,,M-R relationship,0.0,,,0.0,88.255055,0.000309,-0.000309,89.37,,,,2.0,1.43,-0.656,-0.16,0.087,-0.1,[Fe/H],-0.465,,,5088.0,100.0,-100.0,5088.0,0.72,0.04,-0.04,0.72,0.83,0.03,-0.03,0.83,,,,,,,,,441.09,3.137,-3.137,14.379,0.103,-0.103,12.301,0.02,-0.02,1,2,0,6508221,K00416.02,Kepler-152 c,416,158387462,2.1054355445151672e+18
Kepler-266 c,c,Kepler-266,,,TIC 271046092,Gaia DR2 2078328287926130304,1,2,0,0,0,0,1,0,0,0,0,0,0,0.457,,,0.457,3.89,1.89,-1.89,3.89,14.4,,,0.347,0.169,-0.169,0.347,0.0453,,,M-R relationship,0.0,,,0.0,107.723601,0.001643,-0.001643,90.0,,,,4.79,5.54,-3.01,0.16,0.15,-0.1,[Fe/H],0.012,,,5885.0,250.0,-250.0,5885.0,1.03,0.5,-0.5,1.03,0.95,0.07,-0.04,0.95,,,,,,,,,1370.79,56.78,-52.52,15.787,0.366,-0.366,13.811,0.05,-0.05,1,2,0,8240904,K01070.02,Kepler-266 c,1070,271046092,2.0783282879261302e+18
Kepler-1388 b,b,Kepler-1388,,,TIC 164524311,Gaia DR2 2107617246162706048,1,4,0,0,0,0,1,0,0,0,0,0,0,0.0882,,,0.0882,2.59,0.13,-0.14,2.59,7.22,,,0.231,0.012,-0.012,0.231,0.0227,,,M-R relationship,0.0,,,0.0,12.2854603,8.795e-05,-8.795e-05,89.46,,,,4.47,5.81,-2.64,0.02,0.11,-0.107,[Fe/H],-1.107,0.089,-0.112,4098.0,48.16,-51.9,4098.0,0.61,0.02,-0.03,0.61,0.63,0.02,-0.03,0.63,,,,,,,,,453.795,7.4825,-7.4825,16.43,1.133,-1.133,13.343,0.042,-0.042,1,4,0,10122538,K02926.01,Kepler-1388 b,2926,164524311,2.107617246162706e+18
Kepler-1531 b,b,Kepler-1531,,,TIC 120424814,Gaia DR2 2100303539632796032,1,1,0,0,0,0,1,0,0,0,0,0,0,0.022,,,0.022,1.11,0.48,-0.18,1.11,1.41,,,0.099,0.043,-0.016,0.099,0.00444,,,M-R relationship,0.0,,,0.0,1.13854338,2.59e-06,-2.59e-06,81.07,,,,2.82,1.39,-1.03,-0.03,0.133,-0.217,[Fe/H],0.304,0.012,-0.021,6260.0,161.61,-182.91,6260.0,1.27,0.55,-0.21,1.27,1.16,0.2,-0.12,1.16,,,,,,,,,666.334,5.575,-5.485,13.202,0.092,-0.092,11.772,0.029,-0.029,1,1,0,4242692,K03928.01,Kepler-1531 b,3928,120424814,2.1003035396327962e+18
Kepler-636 b,b,Kepler-636,,,TIC 138297607,,2,1,0,0,0,0,1,0,0,0,0,0,0,0.1185,,,0.1185,4.45,0.14,-0.13,4.45,18.1,,,0.397,0.012,-0.012,0.397,0.057,,,M-R relationship,0.0,,,0.0,16.08066115,5.6e-06,-5.6e-06,89.93,,,,5.01,3.15,-2.6,-0.02,0.108,-0.109,[Fe/H],-0.374,,,5203.0,56.47,-72.86,5203.0,0.8,0.02,-0.02,0.8,0.85,0.03,-0.04,0.85,,,,,,,,,310.301,,,13.906,0.114,-0.114,11.584,0.021,-0.021,2,1,0,5796675,K00652.01,Kepler-636 b,652,138297607,
