2MASS,objID,KIC,Teff,Rad,Mass,LClass,Bmag,Vmag,Kmag,TIC
"14353833-2605485 ",,,3748.0,0.598,0.56,"DWARF   ",20.914,20.123,15.33,4668
"14354576-2605556 ",,,3933.0,0.945,0.61,"DWARF   ",20.205,19.402,15.048,4669
"14354145-2606040 ",,,5661.0,2.635,1.01,"DWARF   ",16.456,15.839,13.728,4670
"14352612-2606233 ",,,,,,"DWARF   ",16.941,20.299,15.091,4671
"14354456-2606302 ",,,5914.0,0.828,1.08,"DWARF   ",17.874,16.875,15.235,4672
"14355518-2606572 ",,,4033.0,1.213,0.63,"DWARF   ",19.594,18.584,14.981,4673
"14353899-2606590 ",,,6324.0,1.536,1.25,"DWARF   ",14.589,14.198,12.479,4674
"14353289-2607045 ",,,3900.0,0.746,0.6,"DWARF   ",20.089,18.804,14.925,4675
"14353267-2607111 ",,,3471.0,,,"DWARF   ",,20.627,15.177,4676
"14354049-2607238 ",,,5147.0,1.763,0.87,"DWARF   ",17.929,17.542,15.162,4677
"14354485-2607282 ",,,5996.0,1.767,1.11,"DWARF   ",15.85,15.516,13.678,4678
"14354526-2607326 ",,,5159.0,0.596,0.87,"DWARF   ",17.765,17.795,15.624,4679
"14355403-2607392 ",,,4933.0,0.81,0.81,"DWARF   ",18.118,17.276,14.731,4680
"14355308-2607393 ",,,5526.0,0.65,0.97,"DWARF   ",17.65,17.322,15.475,4681
"14352912-2607401 ",,,4141.0,0.506,0.65,"DWARF   ",20.175,19.251,16.974,4682
"14353378-2607487 ",,,5231.0,0.875,0.89,"DWARF   ",17.936,17.936,15.7,4683
"14353776-2607553 ",,,3540.0,0.308,0.285,"DWARF   ",20.635,19.67,15.079,4684
"14354078-2608072 ",,,3770.0,0.58,0.571,"DWARF   ",18.591,17.205,13.267,4686
"14354350-2608118 ",,,5871.0,0.86,1.06,"DWARF   ",17.634,17.394,15.339,4687
"14355626-2608165 ",,,5664.0,,,"DWARF   ",18.258,18.041,15.574,4688
"14353051-2608228 ",,,5656.0,1.679,1.0,"DWARF   ",14.533,13.95,11.871,4689
"14355134-2608269 ",,,5573.0,0.666,0.98,"DWARF   ",17.736,17.596,15.209,4690
"14354555-2608337 ",,,5485.0,2.114,0.96,"DWARF   ",15.787,15.14,12.925,4691
"14354505-2608399 ",,,5403.0,0.583,0.94,"DWARF   ",17.919,17.513,15.1,4692
"14354940-2608556 ",,,6210.0,1.391,1.19,"DWARF   ",16.448,15.797,14.113,4693
"14353917-2609093 ",,,5810.0,1.057,1.04,"DWARF   ",16.256,15.621,13.75,4694
"14354416-2609095 ",,,4930.0,0.874,0.81,"DWARF   ",18.212,17.321,15.011,4695
"14353615-2609148 ",,,,,,,21.092,20.686,15.535,4696
"14353137-2609301 ",,,6148.0,0.786,1.17,"DWARF   ",17.326,17.884,16.263,4697
"14353149-2609340 ",,,5600.0,0.937,0.99,"DWARF   ",17.593,17.952,15.758,4698
"14354802-2609400 ",,,5745.0,0.676,1.03,"DWARF   ",17.82,17.047,15.178,4699
"14353369-2609408 ",,,5756.0,1.371,1.03,"DWARF   ",16.949,16.208,14.126,4700
"14355040-2609448 ",,,4196.0,0.922,0.66,"DWARF   ",20.027,19.349,15.598,4701
"14352578-2609466 ",,,5531.0,0.802,0.97,"DWARF   ",18.19,17.749,15.692,4702
"14352527-2610002 ",,,5807.0,0.775,1.04,"DWARF   ",17.164,16.7,14.751,4703
"14355438-2610029 ",,,5895.0,0.648,1.07,"DWARF   ",17.27,17.368,15.032,4704
"14353955-2610073 ",,,3812.0,0.616,0.58,"DWARF   ",,20.531,15.453,4705
"14352769-2610190 ",,,4767.0,0.491,0.77,"DWARF   ",17.476,16.483,13.766,4706
"14352491-2610224 ",,,3796.0,0.582,0.573,"DWARF   ",19.749,18.577,14.473,4708
"14353398-2610236 ",,,,,,"GIANT   ",18.019,16.554,13.73,4709
"14354920-2610271 ",,,5794.0,1.933,1.04,"DWARF   ",17.13,16.988,15.472,4710
"14354050-2610454 ",,,5949.1,1.51,1.088,"DWARF   ",12.196,11.641,9.948,4711
"14355053-2610480 ",,,5355.0,0.878,0.93,"DWARF   ",18.48,18.484,15.745,4712
"14353970-2610495 ",,,,,,"DWARF   ",17.484,18.084,15.657,4713
"14353557-2611152 ",,,3893.0,0.577,0.6,"DWARF   ",20.707,19.337,15.171,4714
"14354208-2611177 ",,,4260.9,28.998,,"GIANT   ",12.2,10.865,7.382,4715
"14355327-2611361 ",,,5601.0,1.269,0.99,"DWARF   ",17.845,17.553,15.575,4717
"14354897-2611444 ",,,5935.0,0.959,1.08,"DWARF   ",16.613,16.256,14.169,4718
"14353875-2612067 ",,,5808.0,1.428,1.04,"DWARF   ",17.555,17.218,15.184,4719
"14355537-2612081 ",,,5321.0,2.254,0.92,"DWARF   ",16.564,15.959,13.51,4720
"14353610-2612226 ",,,,,,,21.098,20.789,15.931,4721
"14353288-2612282 ",,,4495.0,0.737,0.71,"DWARF   ",18.53,17.391,14.326,4722
"14353567-2612304 ",,,3731.0,0.465,0.56,"DWARF   ",21.023,19.856,15.566,4723
"14354924-2612350 ",,,4433.0,1.128,0.69,"DWARF   ",19.678,18.562,15.544,4724
"14353481-2612378 ",,,5773.0,1.182,1.03,"DWARF   ",16.426,15.683,13.858,4725
"14355346-2612413 ",,,,,,"DWARF   ",16.628,16.38,14.449,4726
"14353555-2612483 ",,,5075.0,0.879,0.85,"DWARF   ",18.993,18.542,16.358,4727
"14354161-2612513 ",,,4368.0,0.618,0.68,"DWARF   ",18.282,17.507,14.297,4728
"14354553-2612561 ",,,3746.0,0.588,0.578,"DWARF   ",19.258,18.228,14.208,4729
"14355260-2612562 ",,,5408.0,0.826,0.94,"DWARF   ",15.929,16.548,14.411,4730
"14355232-2612588 ",,,5259.0,,,"DWARF   ",15.713,18.206,15.335,4731
"14354994-2612597 ",,,6461.0,1.761,1.31,"DWARF   ",17.619,17.332,15.531,4732
"14352975-2613184 ",,,4290.0,0.677,0.67,"DWARF   ",18.633,17.792,14.463,4733
"14355232-2613230 ",,,5326.0,0.855,0.92,"DWARF   ",16.49,15.633,13.427,4734
"14353433-2613343 ",,,,,,,19.003,20.245,15.228,4735
"14353322-2613357 ",,,5734.0,0.923,1.02,"DWARF   ",18.021,17.93,17.057,4736
"14352534-2613358 ",,,6194.0,1.607,1.19,"DWARF   ",15.633,15.054,13.55,4737
"14355307-2613404 ",,,5694.0,0.907,1.01,"DWARF   ",15.56,14.933,12.96,4738
"14354902-2613491 ",,,5878.0,1.372,1.06,"DWARF   ",17.052,16.307,14.465,4739
"14353435-2613538 ",,,3810.0,0.415,0.58,"DWARF   ",21.161,19.691,15.191,4740
"14353309-2614034 ",,,4899.0,0.662,0.8,"DWARF   ",19.061,18.34,15.213,4741
"14353250-2614193 ",,,,,,"DWARF   ",17.308,16.508,14.893,4742
"14355294-2614376 ",,,4717.0,0.718,0.76,"DWARF   ",18.037,17.211,14.424,4743
"14353931-2614436 ",,,5600.0,1.981,0.99,"DWARF   ",17.558,17.267,15.079,4745
"14354350-2614504 ",,,4417.0,0.921,0.69,"DWARF   ",19.102,18.299,15.062,4746
"14354853-2614553 ",,,3844.0,0.65,0.627,"DWARF   ",19.504,18.668,14.78,4747
"14355197-2614567 ",,,5473.0,0.798,0.96,"DWARF   ",17.777,17.487,15.214,4748
"14354023-2614592 ",,,3964.0,0.593,0.62,"DWARF   ",20.346,19.308,15.157,4749
"14352587-2615039 ",,,,,,,19.272,20.475,15.226,4750
"14352832-2615079 ",,,5044.0,0.543,0.84,"DWARF   ",18.452,17.95,15.307,4751
"14354350-2615192 ",,,5497.0,1.174,0.96,"DWARF   ",16.572,15.914,13.649,4752
"14352743-2615399 ",,,3812.0,0.614,0.599,"DWARF   ",18.916,17.871,14.09,4753
"14354438-2615440 ",,,5113.0,3.784,,"GIANT   ",15.221,14.453,11.904,4754
"14354210-2615440 ",,,5406.0,0.968,0.94,"DWARF   ",18.422,17.814,15.931,4755
"14353338-2615449 ",,,5717.0,0.848,1.02,"DWARF   ",17.478,16.807,15.044,4756
"14352601-2615582 ",,,5866.0,1.063,1.06,"DWARF   ",13.602,13.086,11.328,4757
"14352630-2615587 ",,,4099.0,0.588,0.64,"DWARF   ",13.208,16.751,13.131,4758
"14355397-2615588 ",,,4874.0,1.011,0.79,"DWARF   ",19.166,18.72,15.661,4759
"14354343-2616003 ",,,5254.0,2.13,,"GIANT   ",18.346,17.703,15.204,4760
"14353379-2616093 ",,,3691.0,0.558,0.552,"DWARF   ",19.959,19.026,15.155,4762
"14354525-2616221 ",,,4495.0,1.006,0.71,"DWARF   ",15.641,14.538,11.499,4763
"14355312-2616265 ",,,5970.0,1.702,1.1,"DWARF   ",15.432,14.982,13.069,4764
"14353918-2616334 ",,,5444.0,0.998,0.95,"DWARF   ",16.281,15.541,13.524,4765
"14354460-2616402 ",,,,,,"DWARF   ",20.617,13.651,15.635,4766
"14353629-2616441 ",,,5956.0,0.791,1.09,"DWARF   ",17.415,17.112,15.396,4767
"14353138-2616504 ",,,4956.0,1.153,0.82,"DWARF   ",14.231,15.544,13.283,4768
"14353106-2616507 ",,,5838.0,1.235,1.05,"DWARF   ",15.182,14.994,13.091,4769
"14353387-2616549 ",,,3709.0,,,"DWARF   ",21.443,20.174,15.521,4770
"14354450-2617222 ",,,5369.0,2.785,,"GIANT   ",16.463,15.808,13.397,4771
"14352740-2617265 ",,,5558.0,1.073,0.98,"DWARF   ",17.84,17.448,15.101,4772
"14354837-2617307 ",,,,,,"DWARF   ",,20.701,15.404,4773
"14353343-2617340 ",,,6014.0,1.437,1.11,"DWARF   ",17.177,17.164,14.792,4774
"14354173-2617379 ",,,4829.0,0.705,0.78,"DWARF   ",17.258,16.528,13.573,4775
"14353512-2617440 ",,,4013.0,2.091,,"GIANT   ",20.34,19.127,15.234,4776
"14354793-2617470 ",,,4215.0,0.448,0.66,"DWARF   ",20.501,19.426,15.73,4777
"14354000-2617471 ",,,4572.0,0.933,0.72,"DWARF   ",18.305,17.694,14.543,4778
"14355520-2617587 ",,,5010.0,0.696,0.83,"DWARF   ",16.705,15.955,13.334,4779
"14353252-2617593 ",,,4229.0,0.992,0.66,"DWARF   ",18.118,18.602,15.225,4780
"14353265-2618044 ",,,6001.0,2.29,1.11,"DWARF   ",17.906,16.735,15.019,4781
"14353588-2618078 ",,,4637.0,0.686,0.74,"DWARF   ",17.773,18.009,14.988,4782
"14354034-2618241 ",,,5245.0,1.068,0.9,"DWARF   ",17.697,16.769,14.543,4783
"14355177-2618280 ",,,5930.0,1.184,1.08,"DWARF   ",17.401,16.388,14.978,4784
"14352976-2618555 ",,,4392.0,0.617,0.69,"DWARF   ",19.41,18.306,14.921,4785
"14352393-2619005 ",,,5589.0,0.991,0.99,"DWARF   ",14.581,13.981,12.036,4786
"14355341-2619027 ",,,5117.0,0.843,0.86,"DWARF   ",,17.133,14.859,4787
"14353549-2619152 ",,,4773.0,0.798,0.77,"DWARF   ",18.89,18.412,15.368,4788
"14353201-2619175 ",,,4663.0,0.603,0.74,"DWARF   ",19.554,18.884,15.801,4789
"14353079-2619186 ",,,4088.0,0.708,0.64,"DWARF   ",19.358,18.343,15.1,4790
"14355172-2619291 ",,,5822.0,1.263,1.05,"DWARF   ",17.069,16.563,14.837,4791
"14355611-2619335 ",,,5709.0,0.909,1.02,"DWARF   ",18.15,18.051,15.635,4792
"14354767-2619361 ",,,3794.0,0.911,0.58,"DWARF   ",20.664,19.763,16.488,4793
"14354105-2619376 ",,,5825.0,0.848,1.05,"DWARF   ",18.031,17.809,15.529,4794
"14352741-2619393 ",,,3811.0,0.531,0.58,"DWARF   ",20.582,19.456,15.369,4795
"14353018-2619397 ",,,,,,"DWARF   ",20.665,19.523,15.873,4796
"14352811-2619427 ",,,,,,,,20.141,14.883,4797
"14354167-2619450 ",,,5625.0,0.779,1.0,"DWARF   ",16.88,16.323,14.265,4798
"14352991-2619460 ",,,6279.0,0.785,1.23,"DWARF   ",17.915,17.756,16.646,4799
"14354811-2619559 ",,,5462.0,1.129,0.95,"DWARF   ",17.72,17.201,15.105,4800
"14353935-2619560 ",,,4998.0,0.602,0.83,"DWARF   ",18.474,17.876,15.319,4801
"14354295-2619592 ",,,6041.0,0.982,1.12,"DWARF   ",17.946,17.681,15.669,4802
"14355464-2620030 ",,,5854.0,1.181,1.06,"DWARF   ",17.526,17.303,15.407,4803
"14354398-2620186 ",,,5459.0,0.956,0.95,"DWARF   ",17.776,17.486,15.343,4804
"14352802-2620257 ",,,4961.0,8.416,,"GIANT   ",15.828,15.002,12.423,4805
"14354208-2620343 ",,,5186.0,0.624,0.88,"DWARF   ",18.112,17.768,15.88,4806
"14352823-2620398 ",,,5518.0,2.053,0.97,"DWARF   ",18.231,17.109,14.618,4807
"14352702-2620504 ",,,5467.0,1.417,0.96,"DWARF   ",18.261,18.081,15.61,4808
"14352317-2621076 ",,,5359.0,1.392,0.93,"DWARF   ",18.507,18.085,15.573,4809
"14355392-2621198 ",,,6041.0,1.679,1.12,"DWARF   ",17.764,17.272,15.145,4811
"14355270-2621241 ",,,4912.0,4.534,,"GIANT   ",15.244,14.306,11.64,4812
"14352479-2621336 ",,,5877.0,0.948,1.06,"DWARF   ",16.967,16.3,14.531,4813
"14354868-2621438 ",,,6376.0,1.697,1.27,"DWARF   ",12.029,11.666,10.11,4814
"14355030-2621511 ",,,5173.0,1.158,0.88,"DWARF   ",18.146,17.45,15.227,4815
"14353206-2621542 ",,,4417.0,0.794,0.69,"DWARF   ",18.007,17.061,14.013,4816
"14354621-2621558 ",,,5933.0,0.922,1.08,"DWARF   ",17.752,17.235,15.632,4817
"14355359-2622022 ",,,5604.0,0.704,0.99,"DWARF   ",18.022,17.79,15.548,4818
"14352419-2622359 ",,,5920.0,1.309,1.08,"DWARF   ",17.771,17.69,15.299,4819
"14354805-2622445 ",,,4114.0,0.778,0.64,"DWARF   ",19.738,18.87,15.335,4820
"14354417-2622554 ",,,5677.0,1.411,1.01,"DWARF   ",16.144,15.62,13.594,4821
"14353447-2623037 ",,,,,,,19.62,20.1,15.377,4822
"14354323-2623050 ",,,4694.0,0.914,0.75,"DWARF   ",,17.981,14.929,4823
"14353717-2623129 ",,,5920.0,1.262,1.08,"DWARF   ",15.755,15.18,13.394,4824
"14352680-2623145 ",,,4866.0,4.382,,"GIANT   ",15.586,14.671,11.964,4825
"14353076-2623146 ",,,4805.0,0.999,0.78,"DWARF   ",18.214,17.506,14.652,4826
"14354085-2623222 ",,,4981.0,0.896,0.82,"DWARF   ",17.403,16.392,14.032,4827
"14352556-2623234 ",,,3941.0,0.419,0.61,"DWARF   ",18.09,19.306,15.312,4828
"14355179-2623319 ",,,3343.0,0.302,0.279,"DWARF   ",20.706,19.58,14.343,4829
"14355196-2623379 ",,,5737.0,1.072,1.02,"DWARF   ",18.042,17.721,16.166,4830
"14353511-2623411 ",,,4978.0,1.235,0.82,"DWARF   ",18.453,17.971,15.453,4831
"14355113-2623423 ",,,5119.0,1.952,,"GIANT   ",17.733,16.643,14.43,4832
"14354522-2623494 ",,,5799.0,0.786,1.04,"DWARF   ",18.068,17.548,15.342,4833
"14353096-2623586 ",,,,,,,20.873,19.864,15.328,4834
"14354462-2624019 ",,,3527.0,0.432,0.427,"DWARF   ",20.243,19.133,14.554,4835
"14352650-2624219 ",,,5515.0,2.081,0.97,"DWARF   ",17.701,17.285,15.341,4836
"14353668-2624328 ",,,5793.0,0.758,1.04,"DWARF   ",,16.681,14.715,4837
"14354804-2624336 ",,,4995.0,0.862,0.83,"DWARF   ",18.188,17.456,14.887,4838
"14352832-2624589 ",,,6084.0,1.677,1.14,"DWARF   ",17.632,16.903,15.333,4839
"14354458-2625071 ",,,3940.0,0.363,0.349,"DWARF   ",18.144,17.1,13.165,4840
"14353939-2625196 ",,,6165.0,1.171,1.17,"DWARF   ",16.751,16.467,14.522,4841
"14353829-2625213 ",,,3665.0,0.45,0.446,"DWARF   ",20.744,19.217,14.815,4842
"14353306-2625280 ",,,,0.389,0.402,,20.412,19.24,14.939,4843
"14354779-2625323 ",,,5659.0,0.793,1.0,"DWARF   ",15.264,14.736,12.617,4844
"14353997-2625342 ",,,4885.0,0.844,0.8,"DWARF   ",,17.543,14.839,4845
"14354291-2625410 ",,,3629.0,0.532,0.528,"DWARF   ",19.753,18.885,14.625,4846
"14353568-2625454 ",,,,,,"DWARF   ",20.151,19.206,15.594,4847
"14354909-2625508 ",,,5089.0,0.878,0.85,"DWARF   ",17.757,17.075,14.652,4848
"14352692-2625560 ",,,5767.0,1.332,1.03,"DWARF   ",16.434,16.141,13.849,4849
"14354527-2626050 ",,,3439.0,0.377,0.365,"DWARF   ",21.133,19.624,14.484,4850
"14353075-2626076 ",,,3817.0,1.273,0.58,"DWARF   ",19.849,19.324,14.581,4851
"14354726-2626156 ",,,3712.0,0.471,0.55,"DWARF   ",21.284,19.848,15.132,4852
"14352946-2626167 ",,,4994.0,0.674,0.83,"DWARF   ",,16.839,14.278,4853
"14354508-2626223 ",,,,,,"GIANT   ",16.177,18.813,13.557,4854
"14353993-2626261 ",,,5576.0,1.365,0.98,"DWARF   ",14.283,13.569,11.657,4855
"14353549-2626270 ",,,5487.0,0.94,0.96,"DWARF   ",16.291,15.74,13.385,4856
"14353019-2626355 ",,,4983.0,0.566,0.82,"DWARF   ",19.345,18.541,15.428,4857
"14353136-2626442 ",,,3577.0,0.358,0.343,"DWARF   ",,19.894,14.987,4858
"14353043-2626454 ",,,,,,"DWARF   ",17.404,16.702,13.4,4859
"14353671-2626592 ",,,3541.0,0.551,0.546,"DWARF   ",20.047,18.839,14.181,4860
"14352644-2627027 ",,,5944.0,1.597,1.09,"DWARF   ",15.205,14.633,12.857,4861
"14353197-2627113 ",,,5910.0,0.748,1.07,"DWARF   ",17.95,17.226,15.363,4862
"14353711-2627207 ",,,5061.0,2.819,,"GIANT   ",17.713,16.808,14.392,4863
"14355252-2627253 ",,,5084.0,0.8,0.85,"DWARF   ",18.604,18.402,17.106,4864
"14354501-2627269 ",,,5378.0,0.854,0.93,"DWARF   ",15.854,15.096,12.987,4865
"14353910-2627316 ",,,5022.0,2.602,,"GIANT   ",17.65,16.577,14.014,4866
"14353149-2627347 ",,,3629.0,,,"DWARF   ",,20.371,15.43,4867
"14353084-2627364 ",,,6254.0,0.831,1.21,"DWARF   ",18.011,17.759,15.697,4868
"14353303-2627404 ",,,5093.0,1.227,0.85,"DWARF   ",17.986,17.579,15.123,4869
"14353980-2627449 ",,,5761.0,0.986,1.03,"DWARF   ",17.982,17.583,15.477,4870
"14354132-2627465 ",,,5792.0,0.882,1.04,"DWARF   ",15.904,15.291,13.387,4871
"14353763-2628052 ",,,4198.0,1.17,0.66,"DWARF   ",20.19,19.147,15.194,4872
"14353133-2628068 ",,,,,,,,21.08,15.596,4873
"14354851-2628070 ",,,5767.0,1.478,1.03,"DWARF   ",14.839,14.21,12.375,4874
"14354480-2628200 ",,,5741.0,1.295,1.03,"DWARF   ",14.451,13.879,11.893,4875
"14354827-2628239 ",,,4892.0,0.645,0.8,"DWARF   ",18.025,17.201,14.65,4876
"14354467-2628274 ",,,,,,"DWARF   ",19.817,19.63,15.393,4877
"14353260-2628277 ",,,4183.0,1.837,,"GIANT   ",18.968,17.999,14.384,4878
"14355014-2628293 ",,,4132.0,0.674,0.65,"DWARF   ",19.057,18.681,14.949,4879
"14352590-2628420 ",,,5354.0,0.612,0.93,"DWARF   ",18.484,17.86,15.294,4881
"14354669-2628442 ",,,3618.0,0.424,0.419,"DWARF   ",20.468,19.628,15.147,4882
"14355104-2628486 ",,,5503.0,1.831,0.97,"DWARF   ",15.517,14.758,12.782,4883
"14352892-2628547 ",,,,,,,20.071,19.017,14.197,4884
"14354486-2629009 ",,,4544.0,0.449,0.72,"DWARF   ",19.3,18.519,15.295,4885
"14353937-2629203 ",,,5290.0,0.824,0.91,"DWARF   ",17.343,16.669,14.5,4886
"14354456-2629203 ",,,3087.0,0.217,0.187,"DWARF   ",20.771,19.37,13.515,4887
"14354006-2629242 ",,,7005.0,1.152,1.54,"DWARF   ",15.905,15.806,14.345,4888
"14354927-2629338 ",,,5647.0,1.319,1.0,"DWARF   ",16.364,15.718,13.896,4889
"14354402-2629377 ",,,,,,"DWARF   ",18.678,20.091,15.374,4890
"14352613-2630091 ",,,5607.0,1.254,0.99,"DWARF   ",16.919,16.199,14.234,4891
"14353305-2630219 ",,,5024.0,1.784,,"GIANT   ",17.605,16.747,14.337,4892
"14354688-2630249 ",,,5803.0,1.177,1.04,"DWARF   ",17.888,17.333,15.518,4893
"14354969-2630326 ",,,4219.0,0.53,0.66,"DWARF   ",19.705,18.357,15.094,4894
"14352816-2630376 ",,,3960.0,0.671,0.643,"DWARF   ",17.844,16.582,12.854,4895
"14354579-2630496 ",,,4984.0,1.111,0.82,"DWARF   ",18.819,17.675,14.543,4896
"14352600-2630549 ",,,6071.0,1.188,1.13,"DWARF   ",16.274,15.843,14.031,4897
"14354456-2630562 ",,,3041.0,,,,12.069,11.666,5.314,4898
"14352437-2630568 ",,,5599.0,,,"DWARF   ",18.538,18.096,15.882,4899
"14352911-2631054 ",,,5992.0,1.261,1.1,"DWARF   ",16.451,16.037,14.111,4900
"14355325-2631088 ",,,,,,,18.267,17.05,13.818,4901
"14352447-2631109 ",,,4656.0,1.047,0.74,"DWARF   ",19.354,18.584,15.166,4902
"14354617-2631145 ",,,5156.0,0.697,0.87,"DWARF   ",17.075,16.342,13.937,4903
"14354835-2631151 ",,,5286.0,0.832,0.91,"DWARF   ",17.2,16.369,14.396,4904
"14353749-2631161 ",,,10613.0,1.252,2.75,"DWARF   ",13.59,13.887,13.477,4905
"14354770-2631195 ",,,5583.0,1.109,0.99,"DWARF   ",17.768,17.244,15.16,4906
"14353945-2631225 ",,,4923.0,0.668,0.81,"DWARF   ",18.955,18.284,16.243,4907
"14352598-2631322 ",,,4984.0,2.835,,"GIANT   ",17.182,16.369,13.574,4908
"14352785-2631357 ",,,5731.0,1.264,1.02,"DWARF   ",18.116,17.585,15.289,4909
"14352832-2631498 ",,,4404.0,0.59,0.69,"DWARF   ",19.145,18.027,14.839,4910
"14353020-2631507 ",,,5728.0,0.532,1.02,"DWARF   ",18.599,18.175,15.466,4911
"14352767-2631561 ",,,5959.0,1.02,1.09,"DWARF   ",17.005,16.24,14.732,4912
"14355152-2631591 ",,,4759.0,0.692,0.77,"DWARF   ",17.334,16.511,13.74,4913
"14353329-2631599 ",,,4559.0,0.999,0.72,"DWARF   ",18.855,18.074,14.951,4914
"14352610-2632068 ",,,5241.0,2.315,,"GIANT   ",16.447,15.518,13.351,4915
"14354080-2632086 ",,,4376.0,1.588,,"GIANT   ",18.941,17.777,14.555,4916
"14352689-2632326 ",,,5303.0,2.985,,"GIANT   ",15.351,14.67,12.316,4917
"14355222-2632531 ",,,6264.0,0.69,1.22,"DWARF   ",17.898,17.692,15.764,4918
"14355651-2633033 ",,,5907.0,0.678,1.07,"DWARF   ",18.348,18.015,15.434,4919
"14354756-2633043 ",,,5518.0,1.894,0.97,"DWARF   ",17.722,17.488,15.335,4920
"14354665-2633201 ",,,5029.0,0.597,0.84,"DWARF   ",18.278,17.715,15.285,4921
"14352616-2633245 ",,,,,,"DWARF   ",20.4,19.529,15.675,4922
"14353267-2633273 ",,,5820.0,0.869,1.05,"DWARF   ",17.342,16.921,14.942,4923
"14352939-2633281 ",,,3787.0,0.571,0.58,"DWARF   ",20.785,19.89,15.553,4924
"14353597-2633572 ",,,4582.0,0.456,0.72,"DWARF   ",19.714,18.761,17.042,4926
"14354748-2634065 ",,,4532.0,0.891,0.71,"DWARF   ",19.198,18.74,15.799,4927
"14353830-2634136 ",,,,,,,17.63,16.681,14.284,4928
"14355364-2634264 ",,,,,,"DWARF   ",18.248,18.66,15.647,4929
"14352819-2634583 ",,,3761.0,0.479,0.477,"DWARF   ",19.895,18.56,14.577,4931
"14354206-2635006 ",,,5112.0,0.854,0.86,"DWARF   ",17.809,16.516,14.39,4932
"14354071-2635067 ",,,3554.0,0.441,0.437,"DWARF   ",19.077,17.97,13.149,4933
"14352455-2635087 ",,,5331.0,0.936,0.92,"DWARF   ",14.148,13.483,11.269,4934
"14355057-2635221 ",,,3484.0,0.457,0.454,"DWARF   ",18.466,17.66,12.575,4935
"14355191-2635247 ",,,5843.0,3.222,1.05,"DWARF   ",16.711,16.088,14.197,4936
"14354473-2635255 ",,,4395.0,0.453,0.69,"DWARF   ",19.247,18.16,14.85,4937
"14354953-2635399 ",,,3558.0,0.446,0.442,"DWARF   ",20.531,19.273,14.843,4938
"14353236-2635433 ",,,5905.0,0.978,1.07,"DWARF   ",17.958,17.349,15.174,4939
"14355386-2635435 ",,,4827.0,21.726,,"GIANT   ",15.604,14.92,11.897,4940
"14355063-2635442 ",,,5074.0,0.816,0.85,"DWARF   ",17.689,16.919,14.567,4941
"14354707-2636010 ",,,5655.0,1.193,1.0,"DWARF   ",16.686,16.084,14.036,4942
"14353514-2636029 ",,,5379.0,0.977,0.93,"DWARF   ",18.652,16.254,15.735,4943
"14355265-2636078 ",,,,,,"GIANT   ",,20.316,15.843,4944
"14354980-2636198 ",,,5415.0,0.858,0.94,"DWARF   ",17.318,16.431,14.344,4945
"14353966-2636345 ",,,4472.0,0.61,0.7,"DWARF   ",19.326,18.183,14.94,4946
"14354704-2636391 ",,,5479.0,0.824,0.96,"DWARF   ",18.257,17.801,15.669,4947
"14355003-2636413 ",,,5123.0,2.657,,"GIANT   ",17.756,16.987,14.73,4948
"14354247-2636428 ",,,5593.0,0.915,0.99,"DWARF   ",17.217,16.391,14.522,4949
"14354584-2636512 ",,,4844.0,,,"DWARF   ",18.592,18.111,15.255,4950
"14352405-2636589 ",,,4390.0,0.904,0.69,"DWARF   ",19.217,18.29,15.298,4951
"14354835-2637084 ",,,6078.0,1.175,1.14,"DWARF   ",15.545,15.109,13.235,4952
"14353392-2637110 ",,,3668.0,0.483,0.481,"DWARF   ",19.443,17.826,13.727,4953
"14355154-2637347 ",,,4526.0,0.747,0.71,"DWARF   ",17.456,16.467,13.619,4954
"14354040-2637481 ",,,3783.0,,,"DWARF   ",20.966,19.944,15.446,4957
"14354939-2637505 ",,,3839.0,0.54,0.536,"DWARF   ",,17.084,13.379,4958
"14355385-2637506 ",,,,,,"DWARF   ",16.141,15.668,13.605,4959
"14354768-2638048 ",,,5629.0,2.097,1.0,"DWARF   ",18.122,17.488,15.67,4960
"14353148-2638159 ",,,4887.0,4.244,,"GIANT   ",15.128,14.32,11.535,4961
"14354171-2638255 ",,,4331.0,0.737,0.68,"DWARF   ",18.873,17.523,14.305,4962
"14352592-2638368 ",,,4503.0,0.938,0.71,"DWARF   ",18.027,16.831,13.865,4963
"14354558-2638382 ",,,4452.0,19.159,,"GIANT   ",13.713,12.495,9.25,4964
"14353419-2638388 ",,,6040.0,0.707,1.12,"DWARF   ",17.845,17.554,15.668,4965
"14352782-2638516 ",,,5306.0,1.014,0.91,"DWARF   ",17.05,15.908,14.102,4966
"14354015-2639047 ",,,4011.0,0.494,0.492,"DWARF   ",19.881,18.998,15.163,4967
"14352403-2639049 ",,,5275.0,1.436,0.9,"DWARF   ",18.388,17.473,14.863,4968
"14354848-2639222 ",,,4470.0,0.92,0.7,"DWARF   ",19.93,18.856,15.361,4969
"14354240-2639228 ",,,4697.0,0.863,0.75,"DWARF   ",17.304,16.65,13.549,4970
"14353853-2639251 ",,,4129.0,0.769,0.65,"DWARF   ",19.926,18.625,15.59,4971
"14353006-2639255 ",,,5257.0,0.763,0.9,"DWARF   ",16.487,15.655,13.423,4972
"14355052-2639327 ",,,3776.0,0.112,0.088,"DWARF   ",20.164,19.728,15.323,4973
